id,product_name,price,quantity_in_stock,technical,category,release_date,weight,ask?
308,Notebook Lenovo,1058.15,51,Fiveclub,Notebooks,3/24/2024,967.84,TRUE
309,Notebook HP,1179.08,145,Zoozzy,Notebooks,2/3/2024,755.06,FALSE
310,Microsoft Surface,1270.44,507,Skidoo,Notebooks,2/14/2024,1172.14,FALSE
311,Notebook Lenovo,1109.76,276,Linkbridge,Notebooks,2/5/2024,1111.84,TRUE
312,Notebook Dell,1201.93,583,Jaxnation,Notebooks,3/21/2024,1106.2,FALSE
313,Notebook Dell,1075.04,386,Divavu,Notebooks,2/3/2024,1132.87,TRUE
314,Microsoft Surface,1040.05,736,Realbridge,Notebooks,3/9/2024,806.93,TRUE
315,Notebook HP,946.42,496,Trilia,Notebooks,1/6/2024,701.23,FALSE
316,MacBook Pro,1432.79,11,Trilia,Notebooks,1/13/2024,1151.43,FALSE
317,Notebook Acer,1108.41,682,Voomm,Notebooks,2/17/2024,825.84,FALSE
318,Notebook Dell,1403.25,22,Tekfly,Notebooks,1/28/2024,738.5,TRUE
319,Notebook Lenovo,1286.86,794,Topiczoom,Notebooks,2/11/2024,1134.95,FALSE
320,Notebook Acer,1490.16,693,Trudoo,Notebooks,3/13/2024,711.08,FALSE
321,MacBook Pro,1012.54,940,Brainsphere,Notebooks,1/8/2024,1015.23,TRUE
322,Notebook HP,811.65,358,Edgepulse,Notebooks,2/16/2024,862.7,TRUE
323,Microsoft Surface,1315.88,956,Thoughtstorm,Notebooks,1/26/2024,769.43,TRUE
324,Notebook Acer,1472.52,745,Pixoboo,Notebooks,2/5/2024,1154.46,FALSE
325,Notebook Dell,1231.24,140,Snaptags,Notebooks,1/22/2024,1189.91,FALSE
326,Notebook Acer,1275.48,333,Livetube,Notebooks,1/30/2024,924.59,FALSE
327,Notebook HP,1031.23,481,Skimia,Notebooks,3/15/2024,767.48,TRUE
328,Notebook HP,892.09,619,Mynte,Notebooks,2/29/2024,1122.1,TRUE
329,Notebook Dell,1423.46,553,Kare,Notebooks,2/16/2024,704.63,FALSE
330,Notebook Lenovo,1433.63,312,Innotype,Notebooks,1/23/2024,881.33,FALSE
331,Notebook Lenovo,1490.82,941,Jayo,Notebooks,1/29/2024,1069.81,TRUE
332,Microsoft Surface,1318.72,175,Blogtags,Notebooks,2/10/2024,948.04,FALSE
333,Notebook Acer,1215.81,891,Flipstorm,Notebooks,1/24/2024,1062.15,TRUE
334,Microsoft Surface,1499.46,592,Flipbug,Notebooks,2/6/2024,1008.85,FALSE
335,MacBook Pro,907.67,690,Kaymbo,Notebooks,1/23/2024,1078.75,FALSE
336,Notebook Lenovo,1246.78,858,Agivu,Notebooks,2/5/2024,942.89,FALSE
337,Notebook Acer,1050.76,944,Aimbo,Notebooks,2/29/2024,841.68,FALSE
338,Microsoft Surface,1100.69,927,Devify,Notebooks,2/11/2024,1043.79,FALSE
339,Notebook Lenovo,914.94,712,Yadel,Notebooks,2/14/2024,1060.42,TRUE
340,Microsoft Surface,1236.9,468,Skimia,Notebooks,2/9/2024,702.71,TRUE
341,Notebook Dell,925.98,215,Ntags,Notebooks,1/15/2024,1163.79,FALSE
342,Notebook Dell,1411.44,375,Oyoba,Notebooks,2/9/2024,1199.47,TRUE
343,Notebook Acer,1126.78,50,Voonyx,Notebooks,2/13/2024,790.11,TRUE
344,Notebook Acer,1246.62,499,Eire,Notebooks,1/12/2024,1011.82,TRUE
345,Notebook Lenovo,1366.68,610,Feedspan,Notebooks,2/6/2024,941.05,TRUE
346,MacBook Pro,1132.06,275,Fadeo,Notebooks,2/9/2024,1175.58,TRUE
347,Notebook Acer,1317.26,592,Demizz,Notebooks,3/7/2024,822.92,FALSE
348,Microsoft Surface,1177.5,895,Thoughtsphere,Notebooks,1/30/2024,719.65,TRUE
349,Notebook Dell,1497.15,21,Gabtune,Notebooks,1/5/2024,1192.91,FALSE
350,MacBook Pro,1119.6,543,Zoonoodle,Notebooks,1/26/2024,791.0,FALSE
351,Notebook Acer,1023.0,649,Skajo,Notebooks,1/4/2024,1124.13,TRUE
352,Notebook Lenovo,1309.71,561,Yata,Notebooks,1/17/2024,1155.47,FALSE
353,MacBook Pro,1371.83,112,Lajo,Notebooks,1/11/2024,901.87,TRUE
354,Notebook Dell,918.13,183,Aimbo,Notebooks,2/24/2024,1167.09,TRUE
355,Notebook Lenovo,815.71,272,Twitternation,Notebooks,1/30/2024,1177.34,FALSE
356,MacBook Pro,1337.45,58,Twitterworks,Notebooks,2/22/2024,873.36,TRUE
357,Notebook Lenovo,1356.59,463,Demimbu,Notebooks,2/2/2024,907.65,TRUE
358,Notebook HP,1411.45,573,Twitterwire,Notebooks,3/7/2024,794.78,TRUE
359,Notebook HP,825.84,921,Twitterwire,Notebooks,1/1/2024,940.77,FALSE
360,Notebook Acer,925.38,611,Npath,Notebooks,2/17/2024,926.65,TRUE
361,Notebook HP,1297.63,867,Realmix,Notebooks,2/26/2024,700.58,FALSE
362,Notebook Dell,1104.73,748,Kwilith,Notebooks,2/26/2024,719.23,FALSE
363,Notebook Lenovo,1243.24,824,Vinder,Notebooks,3/4/2024,814.65,TRUE
364,Notebook Dell,1216.36,392,Kazu,Notebooks,1/17/2024,788.17,TRUE
365,Notebook HP,953.14,549,Mita,Notebooks,1/18/2024,1078.6,FALSE
366,Notebook Dell,1205.24,667,Roomm,Notebooks,1/26/2024,904.29,FALSE
367,Notebook HP,1283.0,668,Voonyx,Notebooks,3/25/2024,977.73,TRUE
368,Microsoft Surface,1314.84,552,Centidel,Notebooks,2/11/2024,896.28,FALSE
369,Notebook Dell,867.76,943,Jazzy,Notebooks,2/6/2024,1081.11,FALSE
370,Notebook Lenovo,1204.95,714,Twitterbridge,Notebooks,1/23/2024,940.05,TRUE
371,Microsoft Surface,1126.66,390,Skyvu,Notebooks,1/3/2024,843.49,TRUE
372,Notebook Acer,967.97,919,Realbridge,Notebooks,2/13/2024,1052.17,TRUE
373,Notebook Acer,912.09,547,Trudeo,Notebooks,3/20/2024,1071.53,TRUE
374,Notebook Lenovo,1267.54,734,Layo,Notebooks,1/4/2024,1163.79,FALSE
375,Notebook HP,1098.19,821,Oozz,Notebooks,3/29/2024,1003.8,TRUE
376,Notebook Dell,1102.0,321,Tagpad,Notebooks,1/6/2024,1182.68,TRUE
377,Notebook HP,816.76,328,Gabtype,Notebooks,2/3/2024,1039.06,TRUE
378,Notebook Dell,1126.35,561,Realblab,Notebooks,2/3/2024,1064.72,FALSE
379,Notebook HP,850.62,373,Voolith,Notebooks,2/26/2024,763.5,FALSE
380,Notebook HP,840.72,976,Mynte,Notebooks,3/17/2024,907.23,FALSE
381,Microsoft Surface,1207.08,861,Tagtune,Notebooks,2/12/2024,910.43,TRUE
382,Notebook Acer,1438.18,143,Blogtag,Notebooks,3/26/2024,777.71,FALSE
383,Notebook Acer,1248.31,595,Fivechat,Notebooks,1/9/2024,967.67,TRUE
384,Notebook HP,1184.08,285,Wordpedia,Notebooks,3/14/2024,845.48,TRUE
385,Microsoft Surface,923.06,798,Kimia,Notebooks,1/4/2024,799.77,FALSE
386,Notebook HP,1336.91,976,Flipbug,Notebooks,1/24/2024,1120.74,TRUE
387,MacBook Pro,1458.58,319,Dynabox,Notebooks,3/29/2024,1065.9,TRUE
388,Notebook Acer,1288.25,6,Zooxo,Notebooks,2/22/2024,1168.68,TRUE
389,Notebook HP,903.42,333,Ainyx,Notebooks,1/30/2024,881.87,TRUE
390,Notebook Acer,873.2,37,Muxo,Notebooks,2/14/2024,805.67,FALSE
391,Notebook Lenovo,900.46,109,Gabtune,Notebooks,1/23/2024,727.54,FALSE
392,Notebook HP,1111.05,73,Oyoba,Notebooks,2/14/2024,989.87,FALSE
393,Microsoft Surface,968.8,241,Twitterlist,Notebooks,1/18/2024,877.94,FALSE
394,Notebook HP,1313.83,246,Viva,Notebooks,1/2/2024,727.63,FALSE
395,MacBook Pro,1430.33,839,Linklinks,Notebooks,2/26/2024,1058.5,TRUE
396,Notebook HP,1151.58,26,Fatz,Notebooks,1/15/2024,784.11,FALSE
397,Notebook Acer,1340.33,37,Youspan,Notebooks,1/15/2024,1100.05,TRUE
398,Notebook Dell,1327.02,638,Jabbersphere,Notebooks,2/15/2024,836.37,TRUE
399,Notebook Dell,833.59,883,Kayveo,Notebooks,2/19/2024,1049.93,FALSE
400,Notebook Lenovo,1080.3,308,Skyba,Notebooks,2/17/2024,833.11,FALSE
401,Notebook Acer,1022.74,362,Mita,Notebooks,2/12/2024,796.17,TRUE
402,Notebook Acer,1474.64,956,Voomm,Notebooks,3/14/2024,877.31,FALSE
403,Notebook HP,1107.51,128,Photobean,Notebooks,2/24/2024,1093.74,TRUE
404,Notebook HP,1185.07,17,Yambee,Notebooks,3/26/2024,712.08,FALSE
405,Notebook Dell,1376.18,922,Twinder,Notebooks,2/25/2024,904.82,FALSE
406,Notebook Acer,1478.25,500,Topicblab,Notebooks,1/18/2024,1018.22,TRUE
407,MacBook Pro,1440.86,236,Kwimbee,Notebooks,2/1/2024,783.48,FALSE
408,Notebook Dell,1363.45,558,Realfire,Notebooks,1/4/2024,1115.64,FALSE
409,Notebook Lenovo,810.12,578,Oyonder,Notebooks,1/16/2024,1068.97,TRUE
410,Notebook HP,1337.86,982,Photobug,Notebooks,3/26/2024,1040.28,TRUE
411,MacBook Pro,1340.86,506,Eimbee,Notebooks,3/17/2024,944.94,TRUE
412,Notebook HP,850.6,87,Plajo,Notebooks,2/20/2024,735.31,FALSE
413,Notebook Dell,1180.28,957,Gigaclub,Notebooks,3/24/2024,978.34,FALSE
414,MacBook Pro,1397.97,831,Latz,Notebooks,1/31/2024,962.49,TRUE
415,Notebook HP,1311.06,451,Vidoo,Notebooks,2/2/2024,794.26,TRUE
416,Notebook HP,959.0,529,Photospace,Notebooks,1/17/2024,880.78,TRUE
417,Notebook Dell,894.16,509,Fliptune,Notebooks,1/9/2024,705.96,FALSE
418,Notebook HP,1004.99,848,Realbuzz,Notebooks,1/6/2024,1144.7,TRUE
419,Notebook Lenovo,1060.37,566,Buzzbean,Notebooks,1/29/2024,778.64,TRUE
420,MacBook Pro,1137.3,957,Mybuzz,Notebooks,3/14/2024,802.16,TRUE
421,Notebook Lenovo,1009.14,800,Divanoodle,Notebooks,1/5/2024,1016.35,TRUE
422,Notebook Dell,903.43,19,Trilia,Notebooks,2/18/2024,792.86,FALSE
423,MacBook Pro,818.0,481,Jabbertype,Notebooks,2/20/2024,1188.05,FALSE
424,Notebook HP,1024.87,162,Livetube,Notebooks,2/18/2024,747.5,TRUE
425,MacBook Pro,963.49,438,Topdrive,Notebooks,2/3/2024,786.45,FALSE
426,Notebook Dell,1078.36,492,Camimbo,Notebooks,2/2/2024,723.75,FALSE
427,Notebook Dell,1021.85,499,Realfire,Notebooks,3/29/2024,1161.83,FALSE
428,MacBook Pro,1360.3,704,Gabvine,Notebooks,1/27/2024,950.9,FALSE
429,Notebook HP,881.16,552,Meevee,Notebooks,3/15/2024,1103.05,TRUE
430,Microsoft Surface,810.74,497,Kwinu,Notebooks,3/12/2024,1072.95,FALSE
431,Notebook Acer,1017.6,835,Youspan,Notebooks,1/4/2024,1146.58,TRUE
432,Notebook Lenovo,1115.5,584,Dynabox,Notebooks,3/6/2024,1047.39,TRUE
433,MacBook Pro,1333.09,144,Eazzy,Notebooks,3/22/2024,707.82,FALSE
434,Microsoft Surface,813.51,696,Yodoo,Notebooks,3/5/2024,956.33,TRUE
435,Notebook Dell,994.57,774,Kayveo,Notebooks,1/30/2024,965.59,TRUE
436,Notebook Lenovo,1226.34,924,Ainyx,Notebooks,1/24/2024,859.76,TRUE
437,Notebook Lenovo,1316.61,578,Layo,Notebooks,3/10/2024,948.2,TRUE
438,Microsoft Surface,1380.01,502,Jazzy,Notebooks,3/9/2024,730.03,TRUE
439,Notebook Acer,1142.45,186,Chatterbridge,Notebooks,2/6/2024,996.16,FALSE
440,Notebook Acer,846.33,776,Meemm,Notebooks,2/9/2024,771.58,TRUE
441,Notebook HP,1007.1,564,Blogspan,Notebooks,3/16/2024,784.77,TRUE
442,Notebook Acer,1101.2,192,Kazio,Notebooks,1/9/2024,706.97,TRUE
443,Notebook Dell,1081.99,200,Wordtune,Notebooks,3/4/2024,959.76,FALSE
444,Notebook Dell,901.14,534,Aimbu,Notebooks,2/27/2024,1000.63,FALSE
445,MacBook Pro,1280.39,442,Oyondu,Notebooks,2/29/2024,742.22,FALSE
446,Notebook Lenovo,1411.8,850,Eare,Notebooks,2/26/2024,1009.91,TRUE
447,Notebook Lenovo,1410.45,470,Tambee,Notebooks,3/23/2024,878.87,FALSE
448,Notebook Dell,1234.65,611,Yabox,Notebooks,2/14/2024,959.15,TRUE
449,Notebook Acer,863.09,647,Photofeed,Notebooks,3/16/2024,1006.47,FALSE
450,Notebook Acer,1290.26,213,Yakitri,Notebooks,3/10/2024,768.79,TRUE
451,MacBook Pro,838.91,399,Devpulse,Notebooks,2/26/2024,984.59,FALSE
452,Notebook Lenovo,1216.16,234,Devshare,Notebooks,1/3/2024,1042.46,FALSE
453,Microsoft Surface,1149.23,902,Wikibox,Notebooks,2/21/2024,840.8,FALSE
454,Notebook HP,952.62,354,Dabjam,Notebooks,2/1/2024,934.62,TRUE
455,MacBook Pro,937.53,946,Flashset,Notebooks,3/12/2024,860.47,TRUE
456,Notebook HP,862.41,21,Eadel,Notebooks,3/6/2024,767.11,TRUE
457,Notebook Lenovo,1221.52,5,Photospace,Notebooks,2/29/2024,1037.07,TRUE
458,Notebook HP,1137.08,757,Topicblab,Notebooks,2/4/2024,950.19,FALSE
459,MacBook Pro,943.32,748,Edgepulse,Notebooks,2/1/2024,795.26,FALSE
460,Microsoft Surface,824.98,128,Ntags,Notebooks,2/17/2024,895.09,TRUE
461,Notebook Acer,1450.48,504,Avavee,Notebooks,3/12/2024,1089.13,TRUE
462,Notebook Lenovo,873.41,227,Ntags,Notebooks,2/18/2024,984.79,FALSE
463,Notebook Lenovo,833.57,286,Dabvine,Notebooks,1/21/2024,818.26,TRUE
464,Notebook Acer,1322.75,496,Realbuzz,Notebooks,2/14/2024,1072.83,TRUE
465,MacBook Pro,1414.74,924,Aivee,Notebooks,1/23/2024,745.22,FALSE
466,Notebook Lenovo,1278.26,868,Layo,Notebooks,3/18/2024,876.35,FALSE
467,MacBook Pro,1074.92,774,Npath,Notebooks,1/6/2024,847.93,FALSE
468,MacBook Pro,1388.87,312,Buzzster,Notebooks,2/29/2024,1150.22,TRUE
469,Notebook Lenovo,1221.4,736,Realcube,Notebooks,3/20/2024,843.87,TRUE
470,MacBook Pro,824.54,593,Tagopia,Notebooks,1/5/2024,1007.89,TRUE
471,Notebook Acer,1417.74,461,Vitz,Notebooks,3/10/2024,717.79,TRUE
472,Notebook HP,1408.28,751,Demizz,Notebooks,3/27/2024,1107.91,FALSE
473,Microsoft Surface,1122.55,80,Realbuzz,Notebooks,2/21/2024,1145.48,FALSE
474,MacBook Pro,825.54,763,Yotz,Notebooks,3/6/2024,994.91,FALSE
475,Notebook Dell,1424.57,880,Tavu,Notebooks,3/18/2024,732.91,TRUE
476,MacBook Pro,1134.21,4,Meezzy,Notebooks,3/10/2024,868.44,FALSE
477,MacBook Pro,1109.49,849,Yakitri,Notebooks,3/15/2024,1179.09,FALSE
478,Notebook Dell,1043.19,13,Layo,Notebooks,1/7/2024,726.27,TRUE
479,Notebook Dell,1226.33,725,Realbridge,Notebooks,1/27/2024,1000.61,FALSE
480,Notebook Acer,1211.06,497,Wikibox,Notebooks,1/23/2024,1034.39,FALSE
481,Notebook Lenovo,981.59,212,Leenti,Notebooks,1/25/2024,814.64,TRUE
482,Notebook HP,1416.37,201,Buzzster,Notebooks,1/1/2024,1098.53,TRUE
483,Notebook HP,1445.52,332,Skipfire,Notebooks,2/25/2024,987.48,TRUE
484,MacBook Pro,1216.18,508,Vipe,Notebooks,3/16/2024,1033.56,TRUE
485,Notebook Dell,1093.6,651,Nlounge,Notebooks,2/22/2024,753.05,TRUE
486,Notebook HP,1317.25,382,Abata,Notebooks,1/18/2024,836.34,TRUE
487,Notebook Lenovo,1035.92,890,Realbridge,Notebooks,3/26/2024,1057.89,FALSE
488,Notebook HP,1324.09,958,Browsedrive,Notebooks,2/29/2024,934.38,FALSE
489,Microsoft Surface,1497.46,481,Topicstorm,Notebooks,2/26/2024,1173.89,TRUE
490,Notebook HP,1018.46,587,Rooxo,Notebooks,1/21/2024,822.82,TRUE
491,Notebook HP,1296.48,798,Centimia,Notebooks,1/17/2024,1119.93,FALSE
492,Notebook Acer,1138.93,499,Dablist,Notebooks,2/15/2024,808.6,FALSE
493,MacBook Pro,1482.32,76,Camimbo,Notebooks,3/11/2024,795.5,TRUE
494,Microsoft Surface,1045.2,875,Innojam,Notebooks,2/26/2024,808.53,TRUE
495,Notebook Dell,1230.64,26,Youtags,Notebooks,3/22/2024,1160.23,TRUE
496,Notebook Lenovo,1370.81,127,Fivespan,Notebooks,1/28/2024,1162.6,FALSE
497,Notebook Dell,1325.95,155,Twitterlist,Notebooks,1/1/2024,1048.52,TRUE
498,Notebook Lenovo,1176.43,761,Chatterpoint,Notebooks,1/31/2024,885.08,TRUE
499,Notebook Dell,1191.35,32,Twitterbeat,Notebooks,2/25/2024,731.52,FALSE
500,Notebook Acer,1328.76,776,Topdrive,Notebooks,3/20/2024,940.51,TRUE
501,Microsoft Surface,1294.82,152,Jabberstorm,Notebooks,3/20/2024,1074.1,FALSE
502,Notebook Acer,1020.08,762,Realpoint,Notebooks,3/25/2024,943.16,FALSE
503,Microsoft Surface,1319.58,68,Thoughtblab,Notebooks,1/24/2024,772.03,TRUE
504,Notebook Dell,1480.88,711,Shufflebeat,Notebooks,1/15/2024,735.67,TRUE
505,MacBook Pro,1212.68,22,Myworks,Notebooks,1/22/2024,779.57,FALSE
506,Notebook HP,1275.31,545,Voomm,Notebooks,2/26/2024,1062.05,TRUE
507,Notebook Lenovo,929.42,969,Pixoboo,Notebooks,2/22/2024,850.73,TRUE
508,MacBook Pro,1329.9,446,Youtags,Notebooks,3/25/2024,771.5,TRUE
509,Notebook Lenovo,1458.54,109,Gigabox,Notebooks,3/15/2024,788.1,TRUE
510,Notebook Dell,1031.21,243,Edgeblab,Notebooks,1/11/2024,1036.45,TRUE
511,MacBook Pro,1442.45,939,Voonix,Notebooks,2/13/2024,715.1,TRUE
512,Notebook Lenovo,1197.83,261,Plambee,Notebooks,2/6/2024,947.05,TRUE
513,Microsoft Surface,1451.46,622,Devcast,Notebooks,3/21/2024,889.6,FALSE
514,MacBook Pro,1056.18,731,Skimia,Notebooks,1/31/2024,907.97,TRUE
515,Notebook Dell,1111.36,279,Jazzy,Notebooks,2/2/2024,707.85,TRUE
516,Notebook Lenovo,1343.84,158,Skyndu,Notebooks,3/19/2024,892.92,TRUE
517,Notebook Lenovo,1242.02,531,Mydo,Notebooks,3/12/2024,1191.89,TRUE
518,Notebook Acer,957.77,806,Wordpedia,Notebooks,3/7/2024,1163.43,FALSE
519,Microsoft Surface,870.36,778,Divape,Notebooks,3/23/2024,901.81,FALSE
520,MacBook Pro,1309.9,294,Tagfeed,Notebooks,3/9/2024,942.71,TRUE
521,MacBook Pro,1313.27,771,Yodo,Notebooks,3/20/2024,984.36,FALSE
522,Notebook Lenovo,1201.46,820,Photobug,Notebooks,1/19/2024,915.95,FALSE
523,Notebook Dell,893.64,31,Vipe,Notebooks,2/16/2024,1060.21,FALSE
524,Notebook Dell,1276.64,252,Centidel,Notebooks,3/20/2024,706.82,FALSE
525,Notebook Acer,1451.45,406,Twimm,Notebooks,2/10/2024,1092.91,FALSE
526,MacBook Pro,1269.21,749,Edgepulse,Notebooks,2/12/2024,781.46,TRUE
527,Notebook Dell,835.01,579,Yodo,Notebooks,1/20/2024,785.53,FALSE
528,Microsoft Surface,1026.66,263,Wordpedia,Notebooks,2/20/2024,816.15,TRUE
529,MacBook Pro,802.58,700,Photobean,Notebooks,3/20/2024,1099.39,FALSE
530,MacBook Pro,1369.23,432,Dynazzy,Notebooks,2/27/2024,1150.54,TRUE
531,Notebook HP,951.41,493,Trilith,Notebooks,2/7/2024,911.87,TRUE
532,Notebook HP,1317.73,70,Jabbercube,Notebooks,2/9/2024,955.83,FALSE
533,MacBook Pro,1396.07,68,Zoombox,Notebooks,1/26/2024,1006.76,TRUE
534,Notebook Acer,1016.79,456,Yozio,Notebooks,1/26/2024,1073.29,FALSE
535,MacBook Pro,1417.44,244,Fliptune,Notebooks,1/17/2024,1046.41,TRUE
536,MacBook Pro,866.84,596,Jetwire,Notebooks,2/14/2024,1189.93,TRUE
537,Notebook Acer,1098.57,509,Roombo,Notebooks,1/28/2024,1059.24,TRUE
538,Notebook Acer,978.68,252,Realcube,Notebooks,1/4/2024,1051.63,FALSE
539,Notebook Lenovo,1357.46,72,Topicware,Notebooks,3/18/2024,954.08,TRUE
540,MacBook Pro,971.07,991,Livetube,Notebooks,2/22/2024,1109.34,TRUE
541,Notebook Dell,953.57,33,Divanoodle,Notebooks,3/8/2024,959.06,TRUE
542,MacBook Pro,939.58,891,Tekfly,Notebooks,3/21/2024,988.19,TRUE
543,Notebook Dell,1499.78,589,Kaymbo,Notebooks,1/8/2024,994.61,FALSE
544,Notebook HP,943.46,830,Roodel,Notebooks,3/15/2024,1023.97,FALSE
545,MacBook Pro,970.48,383,Riffwire,Notebooks,1/19/2024,1085.56,FALSE
546,Notebook Lenovo,888.78,639,Katz,Notebooks,1/30/2024,921.59,FALSE
547,MacBook Pro,1340.62,919,Tagchat,Notebooks,2/2/2024,1181.07,FALSE
548,Notebook Acer,1278.82,188,Photojam,Notebooks,2/27/2024,842.38,FALSE
549,Notebook Lenovo,1127.99,171,Ooba,Notebooks,2/16/2024,764.01,TRUE
550,Notebook Lenovo,1364.99,206,Buzzster,Notebooks,2/16/2024,987.87,FALSE
551,MacBook Pro,1450.54,58,Yakitri,Notebooks,3/30/2024,969.24,TRUE
552,Notebook HP,814.23,33,Tekfly,Notebooks,1/12/2024,928.59,TRUE
553,Notebook Lenovo,1140.48,69,Tazzy,Notebooks,1/23/2024,722.5,TRUE
554,Microsoft Surface,833.97,10,Skivee,Notebooks,2/26/2024,873.2,TRUE
555,Notebook Lenovo,876.45,157,Oyonder,Notebooks,2/13/2024,1027.2,TRUE
556,Notebook Dell,1105.46,610,Minyx,Notebooks,1/9/2024,1025.46,FALSE
557,Notebook Acer,1217.08,389,Wordware,Notebooks,2/24/2024,1041.73,TRUE
558,Notebook HP,1111.36,101,Gevee,Notebooks,3/10/2024,865.01,TRUE
559,MacBook Pro,1068.61,958,Photolist,Notebooks,1/25/2024,1010.49,FALSE
560,Notebook HP,905.31,330,Eamia,Notebooks,3/19/2024,806.03,FALSE
561,Notebook Lenovo,921.66,388,Zooxo,Notebooks,3/14/2024,1009.86,TRUE
562,Notebook Lenovo,1417.62,270,Topiclounge,Notebooks,2/1/2024,1176.44,TRUE
563,Notebook Lenovo,900.14,844,Aimbu,Notebooks,3/29/2024,769.62,FALSE
564,Notebook Acer,1273.87,508,Gigaclub,Notebooks,2/18/2024,1161.17,TRUE
565,Notebook HP,1063.68,21,Katz,Notebooks,2/18/2024,1117.33,FALSE
566,Notebook Acer,1028.02,295,Skyba,Notebooks,1/24/2024,1037.22,TRUE
567,Notebook Lenovo,1400.08,619,Yozio,Notebooks,3/11/2024,871.49,TRUE
568,Notebook Lenovo,1302.66,488,Mycat,Notebooks,1/3/2024,1078.7,TRUE
569,Notebook Acer,1099.05,217,Meembee,Notebooks,3/12/2024,966.58,TRUE
570,Notebook HP,1384.57,276,Ntags,Notebooks,1/19/2024,1007.14,TRUE
571,Notebook HP,1426.06,910,Gigaclub,Notebooks,3/19/2024,1006.41,FALSE
572,MacBook Pro,921.41,546,Omba,Notebooks,2/29/2024,1011.84,FALSE
573,Notebook Lenovo,1115.78,638,Kazu,Notebooks,1/13/2024,768.26,FALSE
574,Notebook Dell,928.04,586,Kaymbo,Notebooks,2/22/2024,1060.87,TRUE
575,Notebook Lenovo,1228.17,990,Jayo,Notebooks,2/10/2024,1082.42,TRUE
576,Notebook Dell,1482.22,256,Vinte,Notebooks,2/4/2024,1004.87,FALSE
577,Notebook Dell,1099.77,947,Skalith,Notebooks,2/27/2024,985.13,TRUE
578,Notebook Acer,1425.16,776,Meedoo,Notebooks,1/9/2024,1133.46,TRUE
579,Microsoft Surface,1498.37,576,Jaxbean,Notebooks,1/28/2024,711.75,FALSE
580,Microsoft Surface,846.34,249,Youopia,Notebooks,3/7/2024,859.3,TRUE
581,Notebook HP,1341.94,47,Gabcube,Notebooks,1/17/2024,1120.81,FALSE
582,Notebook Lenovo,1145.77,8,Kazio,Notebooks,2/13/2024,722.2,TRUE
583,Notebook HP,1242.41,352,Plambee,Notebooks,1/31/2024,1101.86,FALSE
584,MacBook Pro,952.58,12,Babbleblab,Notebooks,2/10/2024,885.03,FALSE
585,Notebook Lenovo,852.09,469,Eayo,Notebooks,1/3/2024,1094.81,FALSE
586,MacBook Pro,1010.36,251,Skinix,Notebooks,1/28/2024,1063.87,TRUE
587,Notebook HP,854.86,640,Riffpedia,Notebooks,3/26/2024,949.72,FALSE
588,Microsoft Surface,913.75,445,Quimm,Notebooks,1/28/2024,1113.93,FALSE
589,Notebook Acer,1034.56,351,Fatz,Notebooks,2/7/2024,803.91,FALSE
590,Microsoft Surface,1249.7,611,Divape,Notebooks,3/23/2024,997.13,FALSE
591,Microsoft Surface,1136.71,317,Divanoodle,Notebooks,3/28/2024,867.97,TRUE
592,Notebook Lenovo,1282.04,229,Gabcube,Notebooks,1/19/2024,925.73,FALSE
593,Microsoft Surface,936.69,140,Edgeify,Notebooks,2/1/2024,849.46,TRUE
594,Notebook HP,1000.99,767,Jabbertype,Notebooks,2/6/2024,755.87,FALSE
595,Microsoft Surface,1181.46,752,Linkbuzz,Notebooks,2/15/2024,884.61,TRUE
596,Notebook Lenovo,1468.2,857,Devpoint,Notebooks,1/13/2024,986.62,FALSE
597,Notebook Dell,1245.5,809,Fliptune,Notebooks,2/27/2024,1025.01,FALSE
598,MacBook Pro,873.24,348,Eire,Notebooks,3/4/2024,1148.95,TRUE
599,Notebook Lenovo,1228.95,367,Twitterbeat,Notebooks,3/1/2024,1120.84,FALSE
600,MacBook Pro,1264.52,374,Innotype,Notebooks,1/2/2024,980.58,TRUE
601,Notebook Acer,1007.55,482,Oloo,Notebooks,1/21/2024,1006.97,TRUE
602,Notebook Dell,953.1,316,Zazio,Notebooks,2/10/2024,714.66,TRUE
603,Notebook HP,838.53,498,Feedfish,Notebooks,2/1/2024,1134.62,TRUE
604,MacBook Pro,1297.51,643,Abata,Notebooks,1/27/2024,1123.99,FALSE
605,Microsoft Surface,1239.75,871,Devpoint,Notebooks,2/29/2024,1066.08,FALSE
606,Microsoft Surface,1046.83,517,Edgeblab,Notebooks,2/5/2024,1147.36,FALSE
607,Notebook Lenovo,1120.98,431,LiveZ,Notebooks,1/19/2024,775.63,FALSE
608,Notebook Acer,991.96,844,Meezzy,Notebooks,2/22/2024,1186.1,FALSE
609,MacBook Pro,1127.14,883,Yacero,Notebooks,3/8/2024,1114.41,TRUE
610,Notebook HP,1160.93,34,Kaymbo,Notebooks,3/29/2024,723.68,TRUE
611,Notebook Dell,1095.34,182,Yata,Notebooks,3/26/2024,923.61,TRUE
612,MacBook Pro,984.42,816,Jabbertype,Notebooks,3/10/2024,730.26,FALSE
613,Notebook Acer,1144.43,191,Babbleopia,Notebooks,2/11/2024,1179.88,TRUE
614,Microsoft Surface,1422.16,998,Gabtune,Notebooks,3/20/2024,842.07,TRUE
615,Notebook Acer,1391.36,710,Jayo,Notebooks,2/26/2024,998.56,FALSE
616,Microsoft Surface,1421.87,461,Voomm,Notebooks,3/22/2024,873.94,FALSE
