,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
2391,5036931,F,Y,Y,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12671,-858,1,0,0,0,Managers,4.0,0
2392,5036933,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,1,0,1,0,,1.0,0
2393,5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22362,365243,1,0,0,0,,1.0,0
2394,5036939,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-11702,-1009,1,1,1,0,Core staff,3.0,0
2395,5036940,F,N,Y,0,391500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13995,-5849,1,0,0,0,Managers,1.0,0
2396,5036944,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19252,-523,1,0,0,0,Drivers,2.0,0
2397,5036946,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,365243,1,0,0,0,,2.0,0
2398,5036947,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18382,-5454,1,0,0,0,Managers,2.0,0
2399,5036949,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-17641,-2380,1,0,0,1,,2.0,0
2400,5036951,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9430,-1346,1,0,0,0,Laborers,2.0,0
2401,5036953,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17573,365243,1,0,1,0,,2.0,0
2402,5036955,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16103,-3565,1,0,1,0,Core staff,3.0,0
2403,5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12048,-1923,1,1,1,0,Laborers,3.0,0
2404,5036959,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-21825,-6671,1,0,0,0,Laborers,2.0,0
2405,5036961,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17991,-5607,1,0,0,0,Sales staff,2.0,0
2406,5036962,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-25088,365243,1,0,0,0,,1.0,0
2407,5036963,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19151,-401,1,0,0,0,Medicine staff,2.0,0
2408,5036964,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17626,-1071,1,0,0,0,Drivers,2.0,0
2409,5036966,F,N,Y,1,220500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20240,365243,1,0,0,0,,3.0,0
2410,5036967,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-21991,-7706,1,1,1,0,Managers,2.0,0
2411,5036969,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18762,-2196,1,0,1,0,Laborers,2.0,0
2412,5036970,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439,-6094,1,1,0,0,Core staff,4.0,0
2413,5036974,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-12017,-1711,1,0,1,0,Sales staff,2.0,0
2414,5036975,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483,365243,1,0,0,0,,2.0,0
2415,5036978,F,Y,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21720,365243,1,0,0,0,,2.0,0
2416,5036980,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9948,-401,1,1,0,0,Drivers,1.0,0
2417,5036982,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10886,-1315,1,1,0,0,Laborers,2.0,0
2418,5036983,F,N,N,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-24611,-7736,1,0,1,0,Core staff,1.0,0
2419,5036985,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17081,-2776,1,0,1,0,Laborers,2.0,0
2420,5036986,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-11166,-3200,1,0,0,0,Secretaries,2.0,0
2421,5036987,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-13604,-1497,1,0,0,0,Cooking staff,3.0,0
2422,5036989,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13548,-949,1,0,0,0,Laborers,2.0,0
2423,5036992,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-21620,-158,1,0,0,0,Laborers,2.0,0
2424,5036994,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12187,-1346,1,0,0,0,Realty agents,4.0,0
2425,5036996,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21117,365243,1,0,1,0,,1.0,0
2426,5036997,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20960,365243,1,0,0,0,,2.0,0
2427,5036999,F,N,Y,0,177012.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-22455,365243,1,0,0,0,,2.0,0
2428,5037000,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19003,-11785,1,0,0,0,Medicine staff,2.0,0
2429,5037002,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20763,365243,1,0,1,0,,2.0,0
2430,5037004,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-18651,-2593,1,0,1,0,,2.0,0
2431,5037005,M,N,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-13277,-2988,1,1,1,0,Managers,3.0,0
2432,5037007,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20456,365243,1,0,1,0,,1.0,0
2433,5037010,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-14394,-919,1,0,1,0,Managers,1.0,0
2434,5037012,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18528,-4054,1,0,0,0,Drivers,2.0,0
2435,5037013,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20766,365243,1,0,0,0,,2.0,0
2436,5037015,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24758,365243,1,0,1,0,,1.0,0
2437,5037017,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10808,-1739,1,0,0,0,Core staff,3.0,0
2438,5037019,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19398,-2166,1,0,0,0,Drivers,2.0,0
2439,5037021,F,Y,N,0,180000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-21713,-3780,1,0,0,0,Core staff,2.0,0
2440,5037022,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14723,-1224,1,0,1,0,Core staff,4.0,0
2441,5037023,M,N,Y,0,94500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18251,-919,1,1,1,0,,2.0,0
2442,5037026,F,N,Y,0,85500.0,Working,Secondary / secondary special,Separated,House / apartment,-21708,-15072,1,0,0,0,,1.0,0
2443,5037032,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15560,-3688,1,0,1,0,Laborers,2.0,0
2444,5037034,F,N,Y,2,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12294,-4572,1,0,0,0,Laborers,4.0,0
2445,5037036,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19847,-615,1,0,0,0,Laborers,1.0,1
2446,5037037,M,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-22538,365243,1,0,0,0,,2.0,0
2447,5037039,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20362,365243,1,0,0,0,,2.0,0
2448,5037041,F,Y,Y,0,162000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18251,-3019,1,0,1,0,Managers,2.0,0
2449,5037042,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17816,-1285,1,0,0,0,Medicine staff,2.0,0
2450,5037044,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,2.0,0
2451,5037050,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,-13261,-3596,1,0,0,0,Core staff,3.0,0
2452,5037052,F,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-15917,-3050,1,1,1,0,Managers,2.0,1
2453,5037053,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19583,-6579,1,0,1,0,High skill tech staff,1.0,0
2454,5037054,M,Y,Y,0,265500.0,Working,Secondary / secondary special,Married,House / apartment,-15470,-6732,1,0,0,0,Drivers,2.0,0
2455,5037058,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21790,365243,1,0,0,0,,1.0,1
2456,5037059,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15919,-2104,1,0,1,0,,2.0,0
2457,5037061,F,N,Y,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789,365243,1,0,0,0,,1.0,0
2458,5037063,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18484,-6033,1,0,1,0,Medicine staff,2.0,0
2459,5037066,M,Y,Y,1,189000.0,Working,Incomplete higher,Married,House / apartment,-15287,-2501,1,0,1,0,,3.0,0
2460,5037069,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21645,365243,1,0,0,0,,2.0,0
2461,5037070,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22789,365243,1,0,1,0,,1.0,0
2462,5037073,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12243,-2746,1,0,0,0,Laborers,3.0,0
2463,5037078,M,Y,Y,1,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20358,365243,1,0,0,0,,2.0,0
2464,5037080,F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13760,-370,1,0,0,1,Accountants,4.0,0
2465,5037084,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13688,-3506,1,0,1,0,Laborers,2.0,0
2466,5037086,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21490,365243,1,0,0,0,,2.0,0
2467,5037089,F,Y,Y,2,180000.0,Working,Higher education,Single / not married,Municipal apartment,-10433,-3019,1,0,0,0,Laborers,3.0,0
2468,5037091,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18867,-5819,1,0,0,0,Laborers,2.0,0
2469,5037095,F,Y,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18458,-2104,1,0,0,0,Core staff,1.0,0
2470,5037101,M,Y,Y,2,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16415,-219,1,0,0,0,Laborers,4.0,0
2471,5037103,F,N,Y,0,193500.0,Working,Higher education,Married,House / apartment,-21029,-7280,1,0,0,0,High skill tech staff,2.0,1
2472,5037107,F,N,N,1,405000.0,Working,Higher education,Married,With parents,-17754,-2593,1,1,0,0,Managers,3.0,0
2473,5037109,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,1,0,0,0,Laborers,2.0,0
2474,5037113,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12985,-858,1,0,1,0,Sales staff,3.0,0
2475,5037115,M,Y,N,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-12566,-3384,1,0,1,0,Core staff,4.0,0
2476,5037120,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23269,365243,1,0,1,0,,2.0,0
2477,5037122,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10287,-1193,1,1,1,0,Laborers,3.0,0
2478,5037124,F,N,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12101,-1009,1,1,0,0,Core staff,3.0,0
2479,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,-11664,-2227,1,0,1,0,Core staff,2.0,1
2480,5037132,F,N,Y,1,85500.0,Working,Secondary / secondary special,Separated,House / apartment,-15385,-1132,1,0,0,0,Cooking staff,2.0,1
2481,5037133,F,N,Y,0,144000.0,State servant,Higher education,Married,House / apartment,-18913,-4449,1,0,0,0,,2.0,0
2482,5037138,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,-17001,-4967,1,0,1,0,Core staff,2.0,0
2483,5037142,F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24023,365243,1,0,1,0,,1.0,0
2484,5037149,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14962,-3353,1,1,1,0,Sales staff,3.0,0
2485,5037152,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407,-1801,1,0,0,0,Waiters/barmen staff,2.0,0
2486,5037153,F,N,Y,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15899,-3993,1,0,0,0,,2.0,0
2487,5037156,M,N,Y,0,360000.0,Working,Higher education,Single / not married,House / apartment,-14240,-2441,1,1,0,0,High skill tech staff,1.0,0
2488,5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22861,365243,1,0,1,0,,2.0,0
2489,5037159,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010,-3050,1,0,1,1,Private service staff,1.0,0
2490,5037161,M,Y,Y,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14399,-6122,1,0,0,0,Managers,3.0,0
2491,5037165,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21561,365243,1,0,1,0,,1.0,0
2492,5037169,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24510,365243,1,0,0,0,,2.0,0
2493,5037170,F,N,Y,0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21934,-3476,1,0,0,0,Accountants,2.0,0
2494,5037172,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17184,-4814,1,0,0,0,Core staff,2.0,0
2495,5037176,F,N,Y,1,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14408,-431,1,0,0,0,Accountants,2.0,0
2496,5037179,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14891,-1254,1,0,0,0,Laborers,2.0,0
2497,5037182,F,N,Y,3,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16484,-370,1,0,0,0,Sales staff,4.0,0
2498,5037186,F,Y,N,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20929,365243,1,0,0,0,,1.0,0
2499,5037187,F,Y,Y,0,405000.0,Working,Incomplete higher,Civil marriage,House / apartment,-12458,-2076,1,1,0,0,Sales staff,2.0,0
2500,5037188,F,N,Y,1,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,-12538,-2593,1,1,1,0,Core staff,2.0,0
2501,5037192,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20304,365243,1,0,0,0,,2.0,0
2502,5037193,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-12771,-297,1,0,0,0,Laborers,2.0,0
2503,5037195,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22120,365243,1,0,0,0,,1.0,0
2504,5037197,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23518,365243,1,0,1,0,,2.0,0
2505,5037198,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16413,-3219,1,1,1,0,Drivers,3.0,1
2506,5037199,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11220,-1534,1,0,0,0,Managers,3.0,0
2507,5037200,F,N,N,0,99000.0,State servant,Incomplete higher,Single / not married,House / apartment,-8434,-135,1,0,1,0,,1.0,1
2508,5037201,F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9699,365243,1,0,0,1,,2.0,0
2509,5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-9032,-420,1,0,0,0,Managers,3.0,0
2510,5037203,F,Y,Y,0,382500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9951,-1942,1,0,0,1,Core staff,2.0,0
2511,5037205,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12582,-1838,1,1,1,0,Drivers,5.0,0
2512,5037209,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13714,-987,1,1,1,0,Sales staff,4.0,0
2513,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,-12678,-2368,1,0,0,0,High skill tech staff,2.0,0
2514,5037213,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15964,-5717,1,0,0,0,Core staff,2.0,0
2515,5037215,F,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20460,365243,1,0,0,0,,2.0,0
2516,5037218,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,-10434,-803,1,0,0,0,Laborers,3.0,0
2517,5037220,M,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-17048,-2276,1,0,0,0,,2.0,1
2518,5037222,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11198,-3464,1,0,0,0,Laborers,4.0,0
2519,5037223,M,Y,N,1,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-9765,-1028,1,1,1,0,Laborers,3.0,0
2520,5037224,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11690,-377,1,0,0,0,,2.0,0
2521,5037226,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15162,-2034,1,0,0,0,Sales staff,3.0,0
2522,5037227,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19869,-238,1,0,0,0,Sales staff,2.0,0
2523,5037229,F,N,N,0,364500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17204,-1028,1,0,0,0,Sales staff,2.0,0
2524,5037231,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18249,-11061,1,0,1,0,Medicine staff,2.0,0
2525,5037234,F,N,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-1626,1,0,1,0,,2.0,0
2526,5037238,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15008,-2977,1,0,0,0,Laborers,4.0,0
2527,5037240,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16098,-328,1,0,0,0,Cooking staff,2.0,0
2528,5037241,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-14202,-4000,1,0,1,0,Core staff,2.0,0
2529,5037242,F,N,Y,0,220500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10020,-2489,1,0,0,1,Sales staff,2.0,0
2530,5037243,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23784,365243,1,0,0,0,,2.0,0
2531,5037245,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-21113,365243,1,0,0,0,,2.0,0
2532,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170,-926,1,0,0,0,Laborers,4.0,1
2533,5037248,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12018,-408,1,0,0,0,Laborers,2.0,0
2534,5037249,M,N,N,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11717,-3634,1,0,1,0,Laborers,1.0,1
2535,5037251,F,N,Y,0,121500.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,-18940,365243,1,0,0,0,,2.0,0
2536,5037252,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16500,-226,1,0,0,0,Medicine staff,2.0,0
2537,5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8401,-450,1,0,0,1,Laborers,1.0,0
2538,5037255,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19641,-3191,1,1,0,0,Sales staff,2.0,0
2539,5037257,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15243,-2661,1,0,0,0,Core staff,2.0,1
2540,5037259,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11416,-420,1,0,0,0,High skill tech staff,3.0,0
2541,5037261,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11996,-450,1,0,0,0,Medicine staff,2.0,0
2542,5037264,F,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-15243,-6659,1,0,0,0,Core staff,3.0,1
2543,5037265,F,N,N,2,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12891,-1090,1,0,0,0,Private service staff,3.0,0
2544,5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11892,-1322,1,0,0,0,Drivers,1.0,1
2545,5037268,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17595,-773,1,0,0,0,Laborers,2.0,0
2546,5037269,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,-22446,365243,1,0,0,0,,2.0,0
2547,5037270,F,N,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-17612,-208,1,0,1,0,Sales staff,2.0,0
2548,5037273,F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-15457,-712,1,0,0,0,Core staff,1.0,1
2549,5037275,M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9386,-512,1,0,1,0,Laborers,1.0,0
2550,5037277,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17237,-938,1,0,1,0,Drivers,2.0,1
2551,5037279,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23083,365243,1,0,0,0,,1.0,0
2552,5037281,M,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23244,365243,1,0,0,0,,2.0,0
2553,5037284,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12079,-3160,1,0,0,0,,3.0,0
2554,5037287,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13130,-2387,1,0,0,0,,2.0,0
2555,5037290,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20690,365243,1,0,0,0,,2.0,0
2556,5037291,F,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-22313,-2203,1,0,0,0,,2.0,0
2557,5037292,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15101,-3860,1,1,0,0,Accountants,4.0,0
2558,5037296,F,N,Y,0,265500.0,State servant,Higher education,Married,House / apartment,-17622,-5564,1,0,0,0,Managers,2.0,0
2559,5037298,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,-10340,-2448,1,1,0,0,High skill tech staff,3.0,0
2560,5037299,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10584,-987,1,0,0,0,Laborers,1.0,0
2561,5037300,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19301,-4821,1,1,1,0,Managers,2.0,0
2562,5037303,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11032,-987,1,1,1,0,Core staff,1.0,0
2563,5037304,M,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12221,-1626,1,0,0,0,Laborers,2.0,0
2564,5037305,F,Y,Y,0,661500.0,Commercial associate,Higher education,Married,House / apartment,-20053,-3422,1,0,0,0,Accountants,2.0,0
2565,5037306,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22740,365243,1,0,0,0,,2.0,0
2566,5038504,F,N,Y,2,216000.0,Commercial associate,Secondary / secondary special,Married,With parents,-12846,-2207,1,0,1,0,,4.0,0
2567,5038505,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855,-4583,1,0,0,0,Laborers,2.0,1
2568,5038521,F,N,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-21943,365243,1,0,0,0,,1.0,0
2569,5038523,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15948,-1234,1,0,0,0,Laborers,3.0,0
2570,5038528,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454,365243,1,0,0,0,,2.0,1
2571,5038532,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9501,-1326,1,0,0,0,Laborers,4.0,0
2572,5038534,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16057,-3030,1,1,0,0,Cooking staff,2.0,0
2573,5038537,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20445,-4187,1,0,0,0,Laborers,2.0,0
2574,5038542,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9479,-1143,1,0,0,0,Laborers,2.0,0
2575,5038553,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14770,-1173,1,0,0,0,Drivers,4.0,0
2576,5038559,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14908,-868,1,0,0,0,Cooking staff,2.0,1
2577,5038564,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974,-230,1,0,1,0,Laborers,2.0,0
2578,5038571,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0
2579,5038586,F,N,Y,2,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-11509,-230,1,0,0,1,Cooking staff,4.0,0
2580,5038588,M,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-19147,-3303,1,0,0,0,Drivers,2.0,0
2581,5038589,F,Y,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-16816,-322,1,0,0,0,,3.0,0
2582,5038594,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18158,-1143,1,0,0,0,Laborers,1.0,0
2583,5038596,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-10353,-1691,1,0,0,0,Drivers,2.0,0
2584,5038603,F,N,Y,2,180000.0,State servant,Higher education,Married,House / apartment,-11020,-3578,1,0,0,0,Core staff,4.0,0
2585,5038610,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,-12331,-3272,1,0,0,0,Core staff,3.0,0
