,ID,Calificacion
12350,5028982,0
12351,5028983,0
12352,5028984,0
12353,5028986,0
12354,5028987,0
12355,5028988,0
12356,5028989,0
12357,5028990,0
12358,5028991,0
12359,5028992,0
12360,5028993,0
12361,5028995,0
12362,5028996,0
12363,5028997,0
12364,5028998,1
12365,5028999,0
12366,5029000,1
12367,5029001,1
12368,5029005,1
12369,5029006,0
12370,5029008,1
12371,5029009,0
12372,5029010,0
12373,5029013,0
12374,5029014,0
12375,5029015,0
12376,5029016,0
12377,5029017,0
12378,5029018,0
12379,5029019,0
12380,5029024,0
12381,5029025,0
12382,5029026,0
12383,5029028,1
12384,5029031,1
12385,5029032,0
12386,5029033,0
12387,5029034,0
12388,5029035,1
12389,5029036,0
12390,5029037,0
12391,5029038,0
12392,5029039,1
12393,5029040,0
12394,5029041,0
12395,5029042,0
12396,5029043,0
12397,5029044,0
12398,5029045,0
12399,5029046,0
12400,5029047,0
12401,5029048,0
12402,5029049,0
12403,5029051,1
12404,5029052,0
12405,5029053,1
12406,5029054,0
12407,5029056,0
12408,5029057,1
12409,5029058,0
12410,5029059,0
12411,5029060,1
12412,5029061,1
12413,5029062,1
12414,5029063,0
12415,5029064,0
12416,5029066,0
12417,5029068,0
12418,5029069,0
12419,5029071,0
12420,5029072,0
12421,5029073,0
12422,5029074,0
12423,5029075,0
12424,5029076,0
12425,5029077,0
12426,5029078,0
12427,5029079,0
12428,5029080,0
12429,5029081,0
12430,5029082,0
12431,5029083,1
12432,5029085,1
12433,5029086,1
12434,5029087,1
12435,5029088,0
12436,5029089,1
12437,5029090,1
12438,5029091,0
12439,5029095,0
12440,5029096,0
12441,5029097,0
12442,5029098,0
12443,5029099,0
12444,5029100,0
12445,5029101,0
12446,5029102,0
12447,5029103,0
12448,5029105,0
12449,5029106,0
12450,5029107,0
12451,5029108,1
12452,5029109,0
12453,5029110,0
12454,5029111,0
12455,5029112,0
12456,5029113,0
12457,5029114,0
12458,5029116,0
12459,5029117,0
12460,5029118,0
12461,5029119,0
12462,5029120,0
12463,5029121,0
12464,5029122,0
12465,5029124,0
12466,5029125,0
12467,5029127,0
12468,5029128,0
12469,5029129,0
12470,5029130,0
12471,5029131,0
12472,5029132,0
12473,5029133,0
12474,5029134,0
12475,5029135,0
12476,5029136,0
12477,5029137,0
12478,5029138,0
12479,5029139,0
12480,5029141,1
12481,5029142,0
12482,5029144,0
12483,5029149,0
12484,5029151,1
12485,5029152,0
12486,5029154,0
12487,5029157,0
12488,5029158,0
12489,5029159,0
12490,5029161,0
12491,5029162,0
12492,5029163,0
12493,5029165,1
12494,5029166,0
12495,5029168,0
12496,5029169,0
12497,5029171,0
12498,5029172,0
12499,5029173,0
12500,5029175,0
12501,5029176,0
12502,5029177,0
12503,5029178,0
12504,5029180,1
12505,5029181,0
12506,5029182,0
12507,5029183,0
12508,5029184,0
12509,5029186,0
12510,5029187,1
12511,5029188,0
12512,5029189,0
12513,5029190,0
12514,5029191,0
12515,5029193,0
12516,5029194,0
12517,5029195,0
12518,5029196,0
12519,5029198,0
12520,5029199,0
12521,5029200,1
12522,5029203,0
12523,5029204,0
12524,5029205,0
12525,5029207,0
12526,5029208,0
12527,5029209,0
12528,5029210,0
12529,5029211,0
12530,5029212,0
12531,5029213,0
12532,5029214,0
12533,5029216,0
12534,5029220,0
12535,5029222,0
12536,5029223,0
12537,5029225,0
12538,5029226,0
12539,5029227,0
12540,5029228,0
12541,5029230,0
12542,5029231,0
12543,5029232,0
12544,5029233,0
12545,5029234,0
12546,5029235,1
12547,5029236,0
12548,5029237,1
12549,5029238,0
12550,5029239,1
12551,5029240,0
12552,5029243,0
12553,5029244,1
12554,5029245,1
12555,5029247,0
12556,5029248,0
12557,5029249,0
12558,5029251,0
12559,5029252,0
12560,5029253,0
12561,5029254,0
12562,5029255,0
12563,5029256,0
12564,5029257,0
12565,5029258,0
12566,5029259,0
12567,5029260,0
12568,5029261,0
12569,5029262,0
12570,5029263,1
12571,5029264,0
12572,5029265,0
12573,5029266,0
12574,5029267,0
12575,5029268,0
12576,5029269,0
12577,5029270,0
12578,5029271,0
12579,5029272,0
12580,5029273,0
12581,5029274,0
12582,5029275,0
12583,5029276,0
12584,5029277,0
12585,5029278,0
12586,5029279,0
12587,5029280,0
12588,5029281,0
12589,5029282,0
12590,5029283,0
12591,5029284,0
12592,5029285,0
12593,5029286,0
12594,5029287,0
12595,5029288,0
12596,5029291,0
12597,5029293,0
12598,5029294,0
12599,5029295,0
12600,5029296,0
12601,5029297,0
12602,5029298,0
12603,5029299,0
12604,5029300,0
12605,5029304,0
12606,5029305,0
12607,5029306,0
12608,5029308,0
12609,5029309,0
12610,5029311,1
12611,5029312,0
12612,5029313,0
12613,5029314,0
12614,5029315,0
12615,5029316,0
12616,5029317,1
12617,5029318,0
12618,5029319,0
12619,5029320,1
12620,5029321,0
12621,5029322,0
12622,5029323,0
12623,5029324,0
12624,5029327,0
12625,5029328,1
12626,5029329,0
12627,5029330,0
12628,5029331,0
12629,5029333,0
12630,5029335,0
12631,5029336,0
12632,5029338,0
12633,5029342,0
12634,5029343,1
12635,5029344,0
12636,5029345,0
12637,5029346,0
12638,5029347,0
12639,5029348,0
12640,5029349,0
12641,5029350,0
12642,5029351,0
12643,5029352,0
12644,5029353,0
12645,5029354,0
12646,5029356,0
12647,5029357,0
12648,5029358,0
12649,5029359,0
12650,5029360,0
12651,5029361,0
12652,5029362,0
12653,5029363,0
12654,5029364,0
12655,5029365,1
12656,5029366,0
12657,5029367,1
12658,5029368,1
12659,5029369,1
12660,5029370,1
12661,5029373,0
12662,5029374,0
12663,5029376,0
12664,5029377,0
12665,5029378,0
12666,5029379,1
12667,5029380,0
12668,5029381,0
12669,5029382,0
12670,5029383,0
12671,5029384,1
12672,5029385,1
12673,5029386,0
12674,5029387,0
12675,5029388,0
12676,5029389,0
12677,5029390,0
12678,5029393,0
12679,5029394,0
12680,5029397,0
12681,5029398,0
12682,5029400,0
12683,5029401,0
12684,5029402,0
12685,5029404,0
12686,5029405,0
12687,5029406,0
12688,5029407,0
12689,5029408,0
12690,5029409,0
12691,5029410,0
12692,5029411,0
12693,5029412,0
12694,5029413,1
12695,5029414,1
12696,5029415,1
12697,5029416,1
12698,5029417,0
12699,5029418,0
12700,5029419,1
12701,5029420,0
12702,5029421,0
12703,5029422,0
12704,5029423,1
12705,5029424,1
12706,5029425,1
12707,5029427,0
12708,5029428,0
12709,5029429,0
12710,5029430,0
12711,5029431,0
12712,5029432,0
12713,5029433,0
12714,5029435,0
12715,5029436,0
12716,5029437,0
12717,5029438,0
12718,5029439,1
12719,5029440,1
12720,5029441,0
12721,5029442,0
12722,5029443,0
12723,5029447,0
12724,5029448,0
12725,5029449,0
12726,5029450,0
12727,5029451,1
12728,5029452,0
12729,5029453,0
12730,5029456,0
12731,5029457,0
12732,5029458,0
12733,5029459,0
12734,5029460,0
12735,5029461,0
12736,5029462,1
12737,5029463,0
12738,5029464,0
12739,5029465,0
12740,5029466,0
12741,5029467,0
12742,5029470,0
12743,5029471,0
12744,5029472,0
12745,5029473,0
12746,5029474,0
12747,5029476,0
12748,5029477,0
12749,5029478,0
12750,5029479,0
12751,5029480,0
12752,5029481,1
12753,5029485,0
12754,5029487,0
12755,5029488,0
12756,5029489,0
12757,5029490,0
12758,5029491,0
12759,5029492,0
12760,5029493,0
12761,5029496,0
12762,5029498,0
12763,5029499,0
12764,5029500,0
12765,5029501,0
12766,5029502,0
12767,5029503,0
12768,5029504,0
12769,5029505,1
12770,5029506,1
12771,5029507,1
12772,5029511,1
12773,5029512,0
12774,5029513,0
12775,5029514,0
12776,5029516,0
12777,5029517,0
12778,5029518,0
12779,5029519,0
12780,5029521,0
12781,5029522,0
12782,5029528,0
12783,5029529,0
12784,5029531,0
12785,5029532,0
12786,5029533,0
12787,5029534,0
12788,5029535,0
12789,5029536,0
12790,5029537,0
12791,5029538,0
12792,5029539,0
12793,5029540,0
12794,5029541,0
12795,5029542,0
12796,5029543,0
12797,5029544,0
12798,5029545,0
12799,5029546,0
12800,5029549,0
12801,5029550,0
12802,5029551,0
12803,5029552,0
12804,5029554,0
12805,5029555,0
12806,5029556,0
12807,5029557,0
12808,5029558,0
12809,5029559,0
12810,5029560,0
12811,5029561,0
12812,5029562,0
12813,5029565,1
12814,5029566,0
12815,5029567,0
12816,5029568,0
12817,5029572,0
12818,5029574,0
12819,5029575,0
12820,5029576,0
12821,5029577,0
12822,5029578,0
12823,5029579,0
12824,5029580,0
12825,5029581,0
12826,5029582,0
12827,5029583,0
12828,5029584,0
12829,5029587,1
12830,5029588,1
12831,5029589,0
12832,5029590,0
12833,5029591,0
12834,5029592,0
12835,5029593,0
12836,5029594,0
12837,5029595,0
12838,5029596,0
12839,5029597,0
12840,5029598,0
12841,5029599,0
12842,5029601,0
12843,5029602,0
12844,5029603,0
12845,5029604,0
12846,5029605,0
12847,5029607,0
12848,5029608,0
12849,5029610,0
12850,5029611,0
12851,5029613,0
12852,5029614,0
12853,5029616,0
12854,5029617,1
12855,5029618,0
12856,5029619,0
12857,5029620,0
12858,5029621,0
12859,5029622,0
12860,5029623,0
12861,5029624,0
12862,5029625,0
12863,5029626,0
12864,5029627,0
12865,5029628,0
12866,5029629,0
12867,5029630,0
12868,5029631,0
12869,5029632,0
12870,5029633,0
12871,5029634,0
12872,5029636,0
12873,5029637,0
12874,5029638,0
12875,5029639,0
12876,5029640,0
12877,5029641,0
12878,5029642,1
12879,5029643,0
12880,5029645,0
12881,5029647,0
12882,5029648,0
12883,5029649,0
12884,5029650,0
12885,5029651,0
12886,5029652,0
12887,5029653,0
12888,5029654,0
12889,5029655,0
12890,5029656,0
12891,5029657,0
12892,5029658,0
12893,5029659,0
12894,5029660,0
12895,5029661,0
12896,5029662,1
12897,5029663,1
12898,5029664,0
12899,5029665,0
12900,5029666,0
12901,5029667,0
12902,5029668,0
12903,5029669,0
12904,5029670,0
12905,5029671,0
12906,5029673,0
12907,5029674,0
12908,5029675,0
12909,5029676,0
12910,5029679,0
12911,5029680,0
12912,5029681,0
12913,5029682,0
12914,5029683,0
12915,5029684,0
12916,5029687,0
12917,5029688,0
12918,5029689,0
12919,5029690,1
12920,5029691,0
12921,5029692,0
12922,5029693,0
12923,5029698,0
12924,5029699,0
12925,5029701,1
12926,5029705,0
12927,5029706,0
12928,5029707,0
12929,5029708,0
12930,5029709,0
12931,5029710,0
12932,5029711,1
12933,5029713,0
12934,5029714,0
12935,5029718,1
12936,5029719,1
12937,5029720,1
12938,5029721,0
12939,5029722,0
12940,5029723,0
12941,5029724,0
12942,5029725,1
12943,5029726,1
12944,5029727,0
12945,5029728,0
12946,5029729,0
12947,5029731,0
12948,5029732,0
12949,5029733,0
12950,5029734,0
12951,5029735,0
12952,5029737,0
12953,5029738,0
12954,5029740,0
12955,5029741,0
12956,5029742,0
12957,5029743,0
12958,5029744,0
12959,5029745,0
12960,5029746,0
12961,5029747,0
12962,5029748,1
12963,5029749,0
12964,5029750,1
12965,5029751,1
12966,5029752,1
12967,5029759,0
12968,5029760,0
12969,5029762,0
12970,5029764,1
12971,5029767,0
12972,5029768,0
12973,5029769,0
12974,5029770,0
12975,5029771,0
12976,5029772,0
12977,5029775,0
12978,5029776,0
12979,5029777,0
12980,5029778,0
12981,5029779,0
12982,5029780,0
12983,5029781,0
12984,5029782,0
12985,5029783,1
12986,5029784,0
12987,5029785,0
12988,5029786,0
12989,5029787,0
12990,5029788,0
12991,5029789,0
12992,5029794,0
12993,5029795,0
12994,5029796,0
12995,5029798,0
12996,5029801,0
12997,5029802,0
12998,5029804,0
12999,5029805,0
13000,5029806,0
13001,5029807,0
13002,5029808,1
13003,5032275,0
13004,5032276,0
13005,5032277,1
13006,5032278,0
13007,5032279,0
13008,5032280,1
13009,5032281,0
13010,5032286,1
13011,5032287,0
13012,5032288,1
13013,5032289,1
13014,5032292,0
13015,5032293,1
13016,5032294,1
13017,5032295,0
13018,5033410,0
13019,5033411,0
13020,5033412,0
13021,5033414,0
13022,5033415,0
13023,5033416,0
13024,5033418,0
13025,5033419,0
13026,5033420,0
13027,5033422,0
13028,5033424,0
13029,5033426,0
13030,5033427,0
13031,5033428,0
13032,5033429,1
13033,5033430,0
13034,5033431,0
13035,5033432,0
13036,5033434,1
13037,5033435,1
13038,5033436,0
13039,5033437,0
13040,5033438,0
13041,5033439,0
13042,5033441,0
13043,5033442,0
13044,5033443,0
13045,5033445,0
13046,5033447,0
13047,5033448,0
13048,5033449,0
13049,5033452,0
13050,5033453,1
13051,5033454,0
13052,5033455,0
13053,5033456,0
13054,5033457,0
13055,5033460,1
13056,5033461,0
13057,5033462,0
13058,5033463,0
13059,5033464,1
13060,5033467,1
13061,5033468,0
13062,5033469,0
13063,5033471,0
13064,5033472,0
13065,5033474,0
13066,5033475,0
13067,5033476,0
13068,5033477,0
13069,5033478,0
13070,5033479,1
13071,5033480,0
13072,5033481,1
13073,5033482,0
13074,5033484,0
13075,5033488,1
13076,5033491,0
13077,5033493,0
13078,5033495,0
13079,5033496,0
13080,5033497,0
13081,5033499,0
13082,5033500,0
13083,5033501,0
13084,5033505,0
13085,5033506,0
13086,5033507,0
13087,5033509,0
13088,5033510,0
13089,5033511,0
13090,5033513,0
13091,5033514,1
13092,5033515,0
13093,5033516,0
13094,5033519,0
13095,5033520,0
13096,5033521,1
13097,5033522,0
13098,5033524,0
13099,5033525,0
13100,5033526,0
13101,5033528,0
13102,5033529,0
13103,5033531,0
13104,5033532,0
13105,5033533,0
13106,5033534,0
13107,5033535,0
13108,5033536,1
13109,5033538,0
13110,5033539,0
13111,5033540,0
13112,5033541,0
13113,5033542,0
13114,5033543,0
13115,5033544,0
13116,5033545,0
13117,5033546,0
13118,5033547,0
13119,5033548,0
13120,5033549,0
13121,5033550,0
13122,5033551,0
13123,5033554,0
13124,5033556,0
13125,5033558,0
13126,5033560,0
13127,5033561,0
13128,5033562,1
13129,5033564,0
13130,5033565,0
13131,5033566,0
13132,5033567,0
13133,5033569,0
13134,5033570,0
13135,5033572,0
13136,5033574,0
13137,5033575,0
13138,5033576,0
13139,5033577,0
13140,5033578,0
13141,5033581,0
13142,5033582,0
13143,5033584,0
13144,5033585,1
13145,5033586,1
13146,5033587,0
13147,5033588,0
13148,5033589,0
13149,5033591,0
13150,5033592,0
13151,5033593,0
13152,5033594,0
13153,5033595,0
13154,5033596,0
13155,5033597,1
13156,5033598,0
13157,5033599,0
13158,5033600,0
13159,5033601,0
13160,5033603,0
13161,5033605,0
13162,5033606,0
13163,5033607,0
13164,5033608,0
13165,5033610,0
13166,5033611,0
13167,5033612,0
13168,5033613,0
13169,5033614,0
13170,5033615,0
13171,5033617,0
13172,5033618,0
13173,5033619,0
13174,5033620,0
13175,5033623,0
13176,5033624,0
13177,5033625,0
13178,5033626,0
13179,5033628,0
13180,5033629,0
13181,5033631,0
13182,5033632,0
13183,5033633,0
13184,5033634,0
13185,5033635,1
13186,5033637,0
13187,5033638,0
13188,5033639,1
13189,5033640,0
13190,5033641,0
13191,5033642,0
13192,5033643,0
13193,5033644,0
13194,5033645,0
13195,5033646,0
13196,5033647,0
13197,5033648,0
13198,5033649,0
13199,5033651,0
13200,5033652,0
13201,5033653,0
13202,5033654,0
13203,5033655,0
13204,5033656,0
13205,5033657,1
13206,5033659,0
13207,5033661,0
13208,5033662,0
13209,5033663,1
13210,5033664,0
13211,5033665,0
13212,5033666,0
13213,5033667,0
13214,5033669,0
13215,5033670,0
13216,5033671,0
13217,5033672,0
13218,5033674,0
13219,5033677,0
13220,5033678,1
13221,5033679,0
13222,5033680,0
13223,5033683,0
13224,5033684,0
13225,5033685,0
13226,5033686,0
13227,5033689,0
13228,5033690,0
13229,5033691,0
13230,5033692,0
13231,5033693,0
13232,5033694,0
13233,5033695,0
13234,5033696,0
13235,5033697,1
13236,5033698,0
13237,5033700,0
13238,5033702,0
13239,5033703,1
13240,5033704,0
13241,5033705,0
13242,5033706,1
13243,5033707,0
13244,5033709,0
13245,5033710,0
13246,5033711,0
13247,5033712,0
13248,5033713,0
13249,5033714,0
13250,5033716,0
13251,5033717,0
13252,5033720,0
13253,5033721,0
13254,5033722,0
13255,5033723,1
13256,5033724,0
13257,5033727,0
13258,5033728,1
13259,5033729,0
13260,5033730,0
13261,5033731,0
13262,5033732,0
13263,5033733,0
13264,5033734,0
13265,5033735,0
13266,5033737,0
13267,5033739,1
13268,5033740,0
13269,5033741,0
13270,5033743,0
13271,5033744,0
13272,5033745,0
13273,5033746,0
13274,5033749,1
13275,5033751,0
13276,5033753,0
13277,5033755,0
13278,5033756,0
13279,5033758,1
13280,5033759,0
13281,5033764,1
13282,5033766,1
13283,5033768,0
13284,5033769,0
13285,5033770,0
13286,5033772,1
13287,5033773,1
13288,5033774,1
13289,5033775,0
13290,5033776,0
13291,5033777,0
13292,5033778,1
13293,5033780,0
13294,5033781,0
13295,5033782,0
13296,5033783,0
13297,5033784,0
13298,5033785,1
13299,5033787,0
13300,5033788,0
13301,5033789,0
13302,5033791,0
13303,5033792,0
13304,5033794,0
13305,5033796,0
13306,5033797,0
13307,5033798,1
13308,5033800,0
13309,5033801,0
13310,5033803,0
13311,5033805,0
13312,5033806,0
13313,5033807,1
13314,5033809,1
13315,5033811,0
13316,5033813,0
13317,5033814,0
13318,5033815,0
13319,5033817,0
13320,5033818,0
13321,5033821,0
13322,5033822,0
13323,5033823,0
13324,5033824,0
13325,5033826,0
13326,5033828,0
13327,5033829,1
13328,5033830,1
13329,5033831,0
13330,5033832,0
13331,5033833,0
13332,5033834,1
13333,5033835,1
13334,5033836,1
13335,5033837,0
13336,5033838,0
13337,5033839,0
13338,5033840,0
13339,5033843,1
13340,5033844,1
13341,5033847,0
13342,5033853,0
13343,5033854,0
13344,5033855,1
13345,5033856,0
13346,5033857,0
13347,5033858,0
13348,5033859,0
13349,5033860,0
13350,5033861,0
13351,5033862,0
13352,5033863,0
13353,5033865,0
13354,5033866,0
13355,5033868,0
13356,5033869,0
13357,5033870,0
13358,5033871,0
13359,5033873,0
13360,5033874,0
13361,5033877,0
13362,5033878,0
13363,5033879,0
13364,5033880,0
13365,5033881,0
13366,5033882,0
13367,5033883,0
13368,5033884,0
13369,5033885,0
13370,5033886,1
13371,5033887,0
13372,5033888,0
13373,5033889,0
13374,5033890,0
13375,5033892,0
13376,5033893,0
13377,5033894,0
13378,5033895,0
13379,5033896,1
13380,5033897,0
13381,5033898,0
13382,5033899,0
13383,5033900,1
13384,5033902,1
13385,5033903,0
13386,5033905,0
13387,5033906,0
13388,5033907,0
13389,5033909,1
13390,5033910,0
13391,5033912,0
13392,5033914,0
13393,5033916,1
13394,5033917,0
13395,5033919,0
13396,5033920,0
13397,5033921,0
13398,5033924,1
13399,5033925,0
13400,5033926,0
13401,5033927,0
13402,5033930,1
13403,5033931,0
13404,5033932,0
13405,5033933,0
13406,5033935,0
13407,5033939,0
13408,5033940,1
13409,5033941,0
13410,5033942,0
13411,5033943,0
13412,5033944,0
13413,5033945,0
13414,5033946,1
13415,5033950,1
13416,5033951,1
13417,5033952,0
13418,5033954,0
13419,5033956,0
13420,5033960,0
13421,5033961,0
13422,5033962,1
13423,5033964,0
13424,5033966,0
13425,5033968,0
13426,5033969,0
13427,5033970,0
13428,5033972,0
13429,5033976,0
13430,5033977,0
13431,5033979,0
13432,5033980,0
13433,5033981,0
13434,5033982,0
13435,5033983,0
13436,5033985,0
13437,5033986,0
13438,5033991,0
13439,5033992,0
13440,5033993,1
13441,5033994,0
13442,5033995,0
13443,5033998,0
13444,5033999,1
13445,5034001,0
13446,5034006,0
13447,5034007,0
13448,5034009,1
13449,5034012,0
13450,5034013,0
13451,5034015,1
13452,5034016,0
13453,5034017,0
13454,5034019,0
13455,5034021,0
13456,5035413,0
13457,5035414,0
13458,5035415,0
13459,5035417,0
13460,5035418,0
13461,5035419,0
13462,5035421,0
13463,5035422,0
13464,5035423,0
13465,5035424,0
13466,5035425,0
13467,5035426,0
13468,5035427,0
13469,5035429,0
13470,5035430,0
13471,5035431,0
13472,5035432,0
13473,5035433,0
13474,5035434,0
13475,5035435,0
13476,5035436,0
13477,5035437,0
13478,5035438,0
13479,5035442,0
13480,5035443,0
13481,5035444,0
13482,5035445,0
13483,5035448,0
13484,5035449,0
13485,5035450,0
13486,5035452,0
13487,5035480,0
13488,5035482,0
13489,5035487,0
13490,5035489,0
13491,5035491,0
13492,5035492,0
13493,5035493,0
13494,5035494,0
13495,5035495,0
13496,5035496,0
13497,5035504,0
13498,5035506,0
13499,5035508,0
13500,5035509,0
13501,5035512,0
13502,5035513,0
13503,5035514,0
13504,5035515,0
13505,5035516,0
13506,5035517,0
13507,5035518,0
13508,5035520,0
13509,5035521,0
13510,5035523,1
13511,5035524,1
13512,5035525,1
13513,5035526,1
13514,5035527,1
13515,5035528,1
13516,5035529,1
13517,5035537,0
13518,5035538,0
13519,5035539,0
13520,5035540,0
13521,5035542,0
13522,5035543,0
13523,5035544,0
13524,5035545,0
13525,5035546,0
13526,5035556,1
13527,5035558,1
13528,5035570,0
13529,5035571,0
13530,5035572,0
13531,5035573,0
13532,5035574,0
13533,5035575,0
13534,5035576,0
13535,5035577,0
13536,5035578,0
13537,5035586,0
13538,5035588,0
13539,5035589,0
13540,5035590,0
13541,5035591,1
13542,5035592,1
13543,5035617,0
13544,5035618,0
13545,5035619,0
13546,5035626,0
13547,5035627,0
13548,5035630,0
13549,5035631,0
13550,5035635,0
13551,5035638,0
13552,5035646,0
13553,5035648,0
13554,5035649,0
13555,5035654,0
13556,5035655,0
13557,5035656,0
13558,5035657,0
13559,5035678,0
13560,5035679,0
13561,5035681,0
13562,5035682,0
13563,5035685,0
13564,5035686,0
13565,5035688,0
13566,5035701,0
13567,5035702,0
13568,5035703,0
13569,5035704,0
13570,5035705,0
13571,5035711,0
13572,5035714,0
13573,5035715,0
13574,5035716,0
13575,5035738,0
13576,5035739,0
13577,5035740,0
13578,5035741,0
13579,5035742,0
13580,5035774,0
13581,5035775,0
13582,5035778,0
13583,5035782,0
13584,5035784,0
13585,5035788,0
13586,5035789,0
13587,5035790,0
13588,5035791,0
13589,5035792,0
13590,5035793,0
13591,5035794,0
13592,5035795,0
13593,5035796,0
13594,5035797,0
13595,5035816,0
13596,5035817,0
13597,5035822,0
13598,5035823,0
13599,5035824,0
13600,5035826,0
13601,5035827,0
13602,5035828,0
13603,5035829,0
13604,5035830,0
13605,5035831,0
13606,5035832,0
13607,5035833,0
13608,5035834,0
13609,5035835,0
13610,5035836,0
13611,5035839,0
13612,5035843,0
13613,5035844,0
13614,5035845,0
13615,5035846,0
13616,5035848,0
13617,5035849,0
13618,5035850,0
13619,5035851,0
13620,5035852,0
13621,5035857,1
13622,5035858,1
13623,5035859,1
13624,5035860,1
13625,5035862,0
13626,5035864,1
13627,5035865,0
13628,5035866,0
13629,5035867,1
13630,5035868,1
13631,5035873,0
13632,5035877,0
13633,5035881,0
13634,5035885,0
13635,5035886,0
13636,5035887,0
13637,5035888,0
13638,5035889,1
13639,5035920,0
13640,5035921,0
13641,5035922,0
13642,5035923,0
13643,5035924,0
13644,5035934,0
13645,5035940,0
13646,5035941,0
13647,5035942,0
13648,5035943,0
13649,5035944,0
13650,5035945,0
13651,5035946,0
13652,5035947,0
13653,5035948,0
13654,5035957,0
13655,5035958,0
13656,5035959,0
13657,5035960,0
13658,5035963,0
13659,5035964,0
13660,5035980,0
13661,5035981,0
13662,5035982,0
13663,5035989,0
13664,5035990,0
13665,5035991,0
13666,5035992,0
13667,5035993,0
13668,5035994,0
13669,5035995,0
13670,5035996,0
13671,5035997,0
13672,5035999,0
13673,5036000,0
13674,5036001,0
13675,5036002,0
13676,5036003,0
13677,5036004,0
13678,5036009,0
13679,5036010,0
13680,5036011,0
13681,5036012,0
13682,5036033,0
13683,5036034,0
13684,5036035,0
13685,5036036,0
13686,5036039,0
13687,5036040,0
13688,5036048,0
13689,5036049,0
13690,5036050,0
13691,5036051,0
13692,5036064,0
13693,5036065,0
13694,5036067,0
13695,5036073,0
13696,5036075,0
13697,5036077,0
13698,5036080,0
13699,5036081,0
13700,5036082,1
13701,5036083,1
13702,5036084,1
13703,5036085,1
13704,5036086,1
13705,5036087,1
13706,5036091,0
13707,5036092,0
13708,5036093,0
13709,5036095,0
13710,5036097,0
13711,5036098,0
13712,5036100,0
13713,5036102,0
13714,5036103,0
13715,5036104,0
13716,5036108,0
13717,5036109,0
13718,5036110,0
13719,5036125,0
13720,5036126,0
13721,5036127,0
13722,5036128,0
13723,5036129,0
13724,5036130,0
13725,5036131,0
13726,5036132,0
13727,5036134,0
13728,5036135,0
13729,5036142,0
13730,5036143,0
13731,5036144,0
13732,5036145,0
13733,5036146,0
13734,5036147,0
13735,5036156,0
13736,5036167,0
13737,5036168,0
13738,5036170,0
13739,5036171,0
13740,5036172,0
13741,5036173,0
13742,5036174,0
13743,5036179,0
13744,5036180,0
13745,5036181,0
13746,5036183,0
13747,5036184,0
13748,5036185,0
13749,5036186,0
13750,5036187,0
13751,5036188,0
13752,5036189,0
13753,5036190,0
13754,5036191,0
13755,5036208,0
13756,5036215,0
13757,5036217,0
13758,5036218,0
13759,5036219,0
13760,5036220,0
13761,5036221,0
13762,5036240,0
13763,5036241,0
13764,5036242,0
13765,5036243,0
13766,5036245,0
13767,5036246,0
13768,5036247,0
13769,5036248,0
13770,5036250,0
13771,5036251,0
13772,5036252,0
13773,5036253,0
13774,5036254,0
13775,5036255,0
13776,5036256,0
13777,5036257,0
13778,5036258,0
13779,5036260,0
13780,5036265,0
13781,5036266,0
13782,5036267,0
13783,5036268,0
13784,5036269,0
13785,5036270,0
13786,5036271,0
13787,5036272,0
13788,5036273,0
13789,5036274,0
13790,5036275,0
13791,5036276,0
13792,5036277,0
13793,5036278,0
13794,5036279,0
13795,5036280,0
13796,5036289,0
13797,5036290,0
13798,5036291,0
13799,5036293,0
13800,5036294,0
13801,5036295,0
13802,5036296,1
13803,5036297,0
13804,5036316,0
13805,5036317,0
13806,5036319,0
13807,5036320,0
13808,5036322,0
13809,5036323,0
13810,5036324,0
13811,5036325,0
13812,5036326,0
13813,5036337,0
13814,5036338,0
13815,5036339,0
13816,5036340,0
13817,5036341,0
13818,5036342,0
13819,5036354,0
13820,5036355,0
13821,5036356,0
13822,5036357,0
13823,5036358,0
13824,5036359,0
13825,5036360,0
13826,5036374,0
13827,5036375,0
13828,5036377,0
13829,5036396,1
13830,5036397,1
13831,5036398,1
13832,5036399,1
13833,5036400,1
13834,5036401,0
13835,5036402,1
13836,5036403,1
13837,5036404,1
13838,5036405,1
13839,5036406,1
13840,5036407,1
13841,5036408,1
13842,5036409,0
13843,5036412,0
13844,5036413,0
13845,5036442,0
13846,5036444,0
13847,5036445,0
13848,5036446,0
13849,5036447,0
13850,5036451,0
13851,5036452,0
13852,5036453,0
13853,5036454,0
13854,5036455,0
13855,5036459,1
13856,5036460,0
13857,5036462,0
13858,5036464,0
13859,5036465,0
13860,5036466,0
13861,5036467,0
13862,5036468,0
13863,5036469,1
13864,5036470,0
13865,5036472,0
13866,5036473,0
13867,5036474,1
13868,5036475,0
13869,5036478,0
13870,5036479,0
13871,5036480,0
13872,5036481,0
13873,5036483,0
13874,5036484,0
13875,5036485,0
13876,5036488,0
13877,5036489,0
13878,5036490,0
13879,5036492,1
13880,5036496,0
13881,5036498,0
13882,5036499,0
13883,5036501,1
13884,5036503,0
13885,5036504,0
13886,5036508,1
13887,5036509,0
13888,5036511,0
13889,5036512,0
13890,5036513,0
13891,5036514,0
13892,5036515,0
13893,5036516,0
13894,5036517,0
13895,5036518,0
13896,5036519,1
13897,5036520,0
13898,5036521,0
13899,5036523,0
13900,5036524,0
13901,5036525,0
13902,5036526,0
13903,5036527,0
