beneficio_tipo,beneficiario_razon_social,beneficiario_cuit,proyecto_nombre,proyecto_id,proyecto_resumen,sector_edc,provincia_nombre,provincia_id,localidad_nombre,localidad_id,resolucion,anr_abonado,subsidio_tasa_credito
Bonificación de tasa crediticia,Security Consultant S.A,30710205899,"Gestión de riesgo sanitario por control de trazabilidad de distanciamiento social con dispositivo bluetooth low energy (BLE), detección de accidentes laborales, posicionamiento indoor y outdoor",17,"Solución tecnológica que a partir de la utilización de dispositivos activos BLE puede detectar proximidad con alta precisión, y comunicar los incidentes de ruptura de distancia. Estos incidentes permiten auditar la cadena de contaminación y contactos en ambientes laborales que deben retomar la actividad. Los dispositivos que porta cada usuario/a, a su vez, cuentan con la capacidad de alerta mediante indicadores lumínicos y sonoros.",Industria 4.0,Mendoza,50,Godoy Cruz,50021010001,RESOL-2021-753-APN-SIECYGCE#MDP,,483122
ANR,Productos Alimenticios Harmony Sa,30708140429,"Producción biotecnológica de pigmentos y antioxidantes naturales fúngicos para la sustitución de importaciones y agregado de valor en la industria acuícola, y otros usos",18,"Alcanzar una primera escala productiva, económicamente rentable, del proceso biotecnológico de producción de extractos de levaduras (Phaffia rhodozyma). Estas levaduras producen astaxantina, un potente antioxidante, que resulta indispensable en la formulación de 
alimentos balanceados de salmónidos de criadero.",Biotecnología,Ciudad Autónoma de Buenos Aires,2,Ciudad Autónoma de Buenos Aires,2000010000,RESOL-2022-366-APN-SIECYGCE#MDP,10000000,
Bonificación de tasa crediticia,Productos Alimenticios Harmony Sa,30708140429,"Producción biotecnológica de pigmentos y antioxidantes naturales fúngicos para la sustitución de importaciones y agregado de valor en la industria acuícola, y otros usos",18,"Alcanzar una primera escala productiva, económicamente rentable, del proceso biotecnológico de producción de extractos de levaduras (Phaffia rhodozyma). Estas levaduras producen astaxantina, un potente antioxidante, que resulta indispensable en la formulación de 
alimentos balanceados de salmónidos de criadero.",Biotecnología,Ciudad Autónoma de Buenos Aires,2,Ciudad Autónoma de Buenos Aires,2000010000,RESOL-2022-366-APN-SIECYGCE#MDP,,#ERROR!
ANR,Instituto Andino Patagonico De Tecnologias Biologicas Y Geoambientales-Ipatec,30715328433,"Producción biotecnológica de pigmentos y antioxidantes naturales fúngicos para la sustitución de importaciones y agregado de valor en la industria acuícola, y otros usos",18,"Alcanzar una primera escala productiva, económicamente rentable, del proceso biotecnológico de producción de extractos de levaduras (Phaffia rhodozyma). Estas levaduras producen astaxantina, un potente antioxidante, que resulta indispensable en la formulación de 
alimentos balanceados de salmónidos de criadero.",Biotecnología,Río Negro,62,San Carlos de Bariloche,62021060000,RESOL-2022-366-APN-SIECYGCE#MDP,10000000,
ANR,Biogénesis Bagó S.A.,30653399819,Desarrollo de cepas extra-regionales para banco de antígenos y vacunas de fiebre aftosa.,19,"El proyecto consiste en el desarrollo de cepas vacunales para bancos de resguardo, ante emergencias sanitarias, y para la formulación de vacunas diseñadas para diferentes mercados.",Biotecnología,Buenos Aires,6,Garín,6252010003,RESOL-2021-1052-APN-SIECYGCE#MDP,8662161,
Bonificación de tasa crediticia,Biogénesis Bagó S.A.,30653399819,Desarrollo de cepas extra-regionales para banco de antígenos y vacunas de fiebre aftosa.,19,"El proyecto consiste en el desarrollo de cepas vacunales para bancos de resguardo, ante emergencias sanitarias, y para la formulación de vacunas diseñadas para diferentes mercados.",Biotecnología,Buenos Aires,6,Garín,6252010003,RESOL-2021-1052-APN-SIECYGCE#MDP,,7137021
ANR,Servicio Nacional De Sanidad Y Calidad Agroalimentaria (SENASA),30688384547,Desarrollo de cepas extra-regionales para banco de antígenos y vacunas de fiebre aftosa.,19,"El proyecto consiste en el desarrollo de cepas vacunales para bancos de resguardo, ante emergencias sanitarias, y para la formulación de vacunas diseñadas para diferentes mercados.",Biotecnología,Ciudad Autónoma de Buenos Aires,2,Ciudad Autónoma de Buenos Aires,2000010000,RESOL-2021-1052-APN-SIECYGCE#MDP,9165481,
ANR,"Ferretera General
Paz S.R.L.",30707297154,Relevamiento de depósitos a través de sistema de captura de imágenes fotográficas y procesamiento de datos por medio de inteligencia artificial.,20,"El proyecto consiste en diseñar y desarrollar un sistema inteligente, capaz de medir la volumetría de los productos, estableciendo su forma (en base a patrones preestablecidos), revelar su ubicación en el depósito, medir el espacio que actualmente ocupa y entregar esta información en bases de datos procesables por los sistemas WMS.","Industria 4.0, Robótica",Córdoba,14,Freyre,14140220000,RESOL-2022-160-APN-SIECYGCE#MDP,860000,
Bonificación de tasa crediticia,"Ferretera General
Paz S.R.L.",30707297154,Relevamiento de depósitos a través de sistema de captura de imágenes fotográficas y procesamiento de datos por medio de inteligencia artificial.,20,"El proyecto consiste en diseñar y desarrollar un sistema inteligente, capaz de medir la volumetría de los productos, estableciendo su forma (en base a patrones preestablecidos), revelar su ubicación en el depósito, medir el espacio que actualmente ocupa y entregar esta información en bases de datos procesables por los sistemas WMS.","Industria 4.0, Robótica",Córdoba,14,Freyre,14140220000,RESOL-2022-160-APN-SIECYGCE#MDP,,196123
ANR,Fundación Emprendimientos Y Desarrollo,30710181175,Relevamiento de depósitos a través de sistema de captura de imágenes fotográficas y procesamiento de datos por medio de inteligencia artificial.,20,"El proyecto consiste en diseñar y desarrollar un sistema inteligente, capaz de medir la volumetría de los productos, estableciendo su forma (en base a patrones preestablecidos), revelar su ubicación en el depósito, medir el espacio que actualmente ocupa y entregar esta información en bases de datos procesables por los sistemas WMS.","Software, Hardware y Machine lerning",Córdoba,14,Córdoba,14014010000,RESOL-2022-160-APN-SIECYGCE#MDP,4950000,
