Marca temporal,Nro_Mes,Mes_Marca,Con_Mes,1. Utiliza habitualmente la página web de ATM,3. Le resultó simple la creación de su cuenta en Mis Trámites,4. Le resulta comprensible la sección de Mis Trámites,"5. El trámite solicitado dentro de Mis Trámites Online, lo pudo iniciar de forma:",2. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Defina (máximo en dos palabras) como es el servicio brindado por la página web de ATM,Agregue aquí su sugerencia
22/3/2021 12:34:22,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
22/3/2021 12:41:32,03,MARZO,03-MARZO,NO,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
22/3/2021 13:01:37,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
22/3/2021 13:09:03,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,mejorar la emisión de certificados de exención y tasa cero,
22/3/2021 14:39:56,03,MARZO,03-MARZO,NO,NO,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"CARGAN MAL LOS DATOS DE UN DOMINIO Y ESTOY, YO EL USUARIO HACIENDO EL TRABAJO QUE ATM DEBERIA HACER , COBRAR BIEN, NO CARGAR CUALQUIER PATENTE. TRABAJEN ATENTOS, COMO COBRAN ",
22/3/2021 16:31:24,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Espero una resolución favorable ,
22/3/2021 16:32:38,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Espero una resolución favorable. ,
22/3/2021 16:33:20,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Espero una resolución favorable gracias ,
22/3/2021 16:35:38,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 16:50:01,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
22/3/2021 17:38:39,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 18:23:39,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
22/3/2021 18:57:02,03,MARZO,03-MARZO,SI,NO,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
22/3/2021 19:15:28,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 19:25:02,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
22/3/2021 19:25:19,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
22/3/2021 19:27:58,03,MARZO,03-MARZO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"ultimamente, un desastre. No se pueden bajar los inmobiliarios. Vas personalmente, tampoco. Queres iniciar un trámite, te responden cualquier cosa, menos un acto administrativo.",
22/3/2021 19:30:47,03,MARZO,03-MARZO,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,El sistema de seguimiento de las presentaciones es confuso. Uno de los problemas principales es no poder seguirlos por número de expediente,
22/3/2021 19:32:23,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
22/3/2021 19:39:11,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 19:44:44,03,MARZO,03-MARZO,NO,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,,
22/3/2021 20:54:26,03,MARZO,03-MARZO,NO,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,"No aparece el alta para IIBB tendría que ser mas fácil ya que creo es un tramite bastante común en esta época, ni las constancias en caso de haberlo hecho por página de afip. No es clara la secuencia a seguir.",
22/3/2021 20:58:29,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 21:27:36,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
22/3/2021 22:26:59,03,MARZO,03-MARZO,NO,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,DEBERIAN MEJORAR EL LENGUAJE CON LAS PERSONAS EXPRESARSE UN POCO MAS SIMPLE,
23/3/2021 7:58:21,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,RESPUESTAS MAS CLARAS POR PARTE DE LOS AGENTES QUE CONTESTAN LOS EXPEDIENTES ELECTRÓNICOS,
23/3/2021 9:00:04,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
23/3/2021 10:13:15,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Deberían realizar dentro de lo posible los tramites con mayor agilidad, ya que antes de la pandemia se realizaban en el momento y ahora se demora mínimo una semana. Aunque por otro lado, la pagina es muy útil y te ahorra tener que movilizarse para cualquier tramite. 
Los teléfonos no los atienden y hay muchísimas consultas que se podrían solucionar mediante ese medio en el momento. ",
23/3/2021 10:19:03,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
23/3/2021 10:33:08,03,MARZO,03-MARZO,NO,NO,SI,Satisfactoria,Muy Buena,CONTRIBUYENTE ING BRUTOS EN CONVENIO,,
23/3/2021 10:46:39,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Mejorar el tiempo de respuesta entre que se envia el tramite y la resuelve ATM,
23/3/2021 10:46:46,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
23/3/2021 11:07:03,03,MARZO,03-MARZO,NO,NO,NO,Satisfactoria,Buena,Descarga de la página web de ATM,Me resulta poco intuitivo el diseño de la interface,
23/3/2021 11:45:32,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
23/3/2021 11:58:49,03,MARZO,03-MARZO,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
23/3/2021 12:44:53,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
23/3/2021 12:45:22,03,MARZO,03-MARZO,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,me resulta complicado como ciudadano común realizar todo tipo de tramite en la pagina  ,
23/3/2021 13:11:26,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Regular,NO ESTÁ DISPONIBLE AÚN !!!!!!!!!!!!  (Un desastre),"No me puedo comunicar por teléfono porque nadie atiende. Ponen el mensaje de que todos los operadores están ocupados y me cortan.
Inicié dos expedientes electrónicos con mi reclamo y después de 15 días aún no  responden.
QUIERO PAGAR el Impuesto Inmobiliario de mi casa!!!
Pero no logro que estén disponibles o me envíen los boletos para hacerlo ",
23/3/2021 13:14:00,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
23/3/2021 14:07:57,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
23/3/2021 14:53:28,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Agilidad en las respuestas,
23/3/2021 14:53:39,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
23/3/2021 15:51:20,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"NECESITO URGENTE OBTENER TASA CERO ANTES DEL 31/3. HICE PLAN DE PAGOS POR CBU POR $238 QUE ES LA ÚNICA DEUDA QUE TENGO EN IMPUESTO AUTOMOTOR PORQUE POR MI SALUD ME RESULTA COMPLICADO IR A PAGAR A BOLSA DE COMERCIO. LUEGO, ME ENTERO QUE AÚN REGULARIZANDO LA DEUDA NO PUEDO OBTENER TASA CERO HASTA QUE NO CANCELE EN EFECTIVO EL MONTO. QUIERO OBTENER EL BOLETO DE PAGO DE CONTADO, PERO PREVIAMENTE TENGO QUE ANULAR EL PLAN DE PAGOS CON CBU. PARA ANULARLO DESDE CALL CENTER ME DICEN QUE DEBO HACER EXPEDIENTE ELECTRÓNICO EN MIS TRÁMITES Y QUE EN 24 HS 36 HS LO RESUELVEN. PRESENTÉ EL TRÁMITE EL 19/3/2021, HASTA EL DÍA DE LA FECHA 23/3/2021 A LAS 15:48 HORAS EL EXPEDIENTE NO SE HA MOVIDO. NO HAY NINGÚN TRAMITE APARTE DE LA PRESENTACIÓN QUE HE EFECTUADO YO.
NECESITO URGENTE OBTENER LA TASA CERO ANTES DEL 31/3, POR LO ÚNICO QUE NO LA PUEDO OBTENER ES POR ESA DEUDA DE INTERESES DE 238. QUIERO PAGAR DE CONTADO, NO PUEDO.
SOLICITO POR FAVOR ME PUEDAN ANULAR PLAN DE PAGOS ASÍ PUEDO GENERAR EL PAGO EN EFECTIVO Y OBTENER LA TASA CERO (ME QUEDAN 5 DÍAS HÁBILES PARA PODER HACERLO)",
23/3/2021 16:53:12,03,MARZO,03-MARZO,NO,SI,NO,Nada satisfactoria,Buena,Entrega en su domicilio real,,
23/3/2021 17:35:47,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
23/3/2021 18:22:39,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
23/3/2021 21:39:15,03,MARZO,03-MARZO,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,Fui personalmente y me mandaron a hacer un expediente electronico que no puedo realizar aun siguiendo todos los pasos que me indicaron pues mi cuit no puede iniciar el tramite en catastro,
23/3/2021 22:14:05,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Mas efectividad ,
24/3/2021 8:17:25,03,MARZO,03-MARZO,NO,SI,SI,Poco satisfactoria,,Descarga de la página web de ATM,"Hay trámites, como ser una simple consulta, o el cambio de domicilio fiscal que no están contemplados (al menos yo no los encontré)",
24/3/2021 10:02:13,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
24/3/2021 13:05:12,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,pagomiscuentas por homebanking,"Vivo en Luján de Cuyo y en la oficina de Rentas de la calle Taboada he ido en reiteradas oportunidades a informar del error de la notificación impaga, siendo que estaba pagada, pero dicha oficina se encuentre cerrada en las últimas semanas, por lo que no he podido acreditar el pago oportuno en forma presencial.",
24/3/2021 18:57:36,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Buena,lo saque en forma directa buscando el boleto de impuesto por google,,
24/3/2021 19:49:59,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
24/3/2021 20:04:54,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"En la sección de tramites on line, prestar más información como guía para aquellos que no gestionamos con habitualidad. Gracias.",
24/3/2021 20:45:26,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
24/3/2021 20:56:39,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Que la sesión dure mas tiempo y no se puede ingresar a ver detalle y pagar ,
24/3/2021 20:59:43,03,MARZO,03-MARZO,SI,SI,NO,Satisfactoria,Mala,"POR DIFERENTES VIAS, DEPENDIENDO DE MI NECESIDAD",SERÍA BUENO PODER INGRESAR A CATASTRO A TRAVES DE LA OFICINA VIRTUAL ,
24/3/2021 21:21:24,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
24/3/2021 22:35:18,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/3/2021 9:20:31,03,MARZO,03-MARZO,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,Claridad en el impuesto al sello ,
25/3/2021 10:31:30,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,"siempre que presento un trámite en oficina on line lo manda a archivo nunca solucionan nada no se para que existe, necesito un trámite presencial",
25/3/2021 10:33:42,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,nunca resuelven nada en trámites on line siempre mandan a archivo no se para que existe esa oficiana necesito turno presencial a mi pesar,
25/3/2021 10:35:45,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/3/2021 10:36:41,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,,
25/3/2021 11:08:15,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,,
25/3/2021 11:13:13,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Menos mal q ya todo se hace online pq en atencion presencial sede valle de uco hay un señor q atiende bastante repugnate y pesado. ,
25/3/2021 12:13:02,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,por favor agilicen la respuestas en mis tramites! esta genial poderlo tramitar por aqui pero llevo mas de 2 meses intentando solucionar un error en su sistema ,
25/3/2021 12:24:05,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,"que respondan mas rapido a las necesidades de la gente , como yo, que no somos grandes empresarios y solo queremos trabajar, apegados a la ley",
25/3/2021 13:43:09,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
25/3/2021 13:55:46,03,MARZO,03-MARZO,SI,SI,NO,Nada satisfactoria,Mala,convenio multilateral ,Al inciiar un tramite electronico no son claros que necesitan para terminar el trmaite. Un desastre ,
25/3/2021 14:09:28,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,MÁS VIDEOS O GUIAS PASO A PASO PARA TRÁMITES ON LINE,
25/3/2021 14:26:26,03,MARZO,03-MARZO,SI,NO,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,,
25/3/2021 16:26:07,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
25/3/2021 16:48:19,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Poder abonar planes o cuotas adeudados aunque estén vinculados a un CBU,
25/3/2021 16:54:16,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/3/2021 17:48:20,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/3/2021 17:52:55,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
25/3/2021 18:59:38,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/3/2021 20:13:17,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Cargado al Homebanking,,
25/3/2021 20:58:01,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
25/3/2021 22:19:06,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,AGREGAR MÁS TRAMITES ON LINE,
25/3/2021 23:05:57,03,MARZO,03-MARZO,NO,NO,NO,Satisfactoria,Regular,Descarga de la página web de ATM,,
26/3/2021 1:41:54,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 7:56:55,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/3/2021 8:33:11,03,MARZO,03-MARZO,NO,NO,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Acelerar pago de tasas de justicia, dar plazo para pagar",
26/3/2021 8:52:43,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,,
26/3/2021 9:21:29,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Incorporar a mercado pago, la solicitud de pago de impuestos de ATM",
26/3/2021 9:23:00,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 9:33:24,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 9:46:52,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 9:48:55,03,MARZO,03-MARZO,NO,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 10:11:15,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Seria necesario un canal de comunicación para consultas de profesionales en ciencias económicas
",
26/3/2021 10:19:32,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 11:06:35,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Estaría bueno que por mas que ya se encuentre pagado el impuesto Inmobiliario u Automotor igual te deje descargar el boleto o verlo. Porque allí aparecen datos que en la   o Inmueble no aparece. Debería poder verse siempre la factura. ,
26/3/2021 11:14:21,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
26/3/2021 11:24:45,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,OBSERVO DEMORAS EN LA CONFECCION DE BOLETOS AUTOMOTOR 0 KM ,
26/3/2021 11:28:18,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Posibilidad de cambiar el correo electrónico principal,
26/3/2021 11:45:34,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/3/2021 12:01:55,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Muy Buena,no utilizo este apartado,"Por favor facilitar el pago de Planes de pago a través de CBU, el apartado funciona incorrectamente.",
26/3/2021 12:01:59,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 13:20:39,03,MARZO,03-MARZO,NO,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,,
26/3/2021 13:45:10,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/3/2021 14:15:49,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 14:30:29,03,MARZO,03-MARZO,NO,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Muy malo el servicio telefónico, no he tenido respuesta en toda la semana. Presencialmente tampoco me pudieron atender, se entiende el contexto de pandemia pero no pude ser que no se pueda tener atención personal.
El tramite que solicitó tiene multa pasados los 10 días hábiles, el atraso que genera ATM por no dar respuesta no es justo. 
Mala experiencia en general, telefónicamente y presencia.",
26/3/2021 14:59:20,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,QUE SE AMPLIE EL MENU DE TRÁMITES ON LINE,
26/3/2021 15:13:04,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 15:16:39,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,CONSULTA PERSONAL EN ATM,SIN SUGERENCIAS,
26/3/2021 15:33:57,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,aun se puede hacer más simple y comprensible,
26/3/2021 15:34:20,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,a travez de la pagina he obtenido bueno resultados. solo a veces necesitamos mas rapido alguna salida de tramites nada mas,
26/3/2021 16:57:18,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
26/3/2021 17:05:52,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Muy Buena,"no lo sé, lo maneja un contador. Es la primera vez que hago un trámite por mi cuenta.",,
26/3/2021 17:40:53,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/3/2021 18:35:27,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Regular,Entrega en su domicilio real,solicito mayor rapidez en los tramites dado que hay demoras y no deberían ocurrir mas siendo en un entorno virtual,
26/3/2021 18:59:42,03,MARZO,03-MARZO,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"sería útil, que al armar un plan de pago, por el ejemplo para ponerse al día con el impuesto automotor, figuren otros medios y opciones para pagar por mercado pago, u en forma online, que hoy se utiliza mucho, ya que, aparentemente en mi caso se me debitaría en forma automática de mi cuenta bancaria pero no se realizó el debito, y no encontré otra forma de pagarlo, hasta tanto se venciera el plan. Hoy por hoy, por ej. la AFIP se puede pagar a través de VEPS o Mercado Pago que hoy se utiliza mucho y es fácil de usar, muchos consumidores lo utilizan, pero ATM aún no se puede. Sería muy practico! que se unieran a ese medio y poder pagar los impuestos de esa manera más fácil estar al día, ya que la app, te avisa de tus vencimientos. Yo me adherí al mail, pero no sé porqué no me llega los correos electrónicos. Gracias!",
26/3/2021 20:01:31,03,MARZO,03-MARZO,SI,NO,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,excelente servicios,
26/3/2021 20:50:48,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
27/3/2021 8:34:48,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
27/3/2021 8:51:17,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/3/2021 10:58:48,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/3/2021 14:21:09,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,EN CREAR CUENTA POCOS CUENTAN CON TICKEST PAGADOS DE ALGO ...HABRIA QUE VER OTRAS FORMAS ,
27/3/2021 15:56:44,03,MARZO,03-MARZO,NO,NO,NO,Poco satisfactoria,Mala,me veo obligada a recibir por correo electrónico porque no envian a domicilio real,"Hace más de 1 semana que llamo al 148, opcion1 (todos nuestros operadores están ocupados). ME ES MÁS UTIL RECIBIR BOLETO IMPRESO EN TIEMPO, EN DOMIC REAL!",
27/3/2021 21:35:23,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/3/2021 2:26:30,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Más agilidad para atender los Expedientes electrónicos que se inician en ATM,
29/3/2021 8:56:38,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 8:56:44,03,MARZO,03-MARZO,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 9:00:42,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
29/3/2021 9:35:21,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,,
29/3/2021 9:40:37,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 9:41:57,03,MARZO,03-MARZO,SI,NO,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,,
29/3/2021 10:01:58,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 10:40:33,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,DEBERÍAN AGILIZAR SISTEMAS YA QUE ME ESTAN COBRANDO ALGO QUE YA PAGUÉ Y ME INTIMAN LUEGO DE PAGAR.,
29/3/2021 11:02:28,03,MARZO,03-MARZO,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 11:18:58,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,tardan mucho en resolver el tramite,
29/3/2021 11:37:16,03,MARZO,03-MARZO,NO,NO,NO,Poco satisfactoria,Buena,"desde cajero  el importe, pagaba y  luego llegaba la boleta...","No están todas las opciones disponibles para operar en mis tramites,  requería la devolución del sobrepago del impuesto automotor o crédito automotor, no encontré opción para hacerlo,  mi cuenta estuvo bloqueada la semana pasada, no me admitía fijar domicilio fiscal. Muchos inconvenientes y el 148 nunca contesta. Tenes que adivinar como gestionar las cosas. Han complicado absolutamente todo tramite de privados ",
29/3/2021 11:57:47,03,MARZO,03-MARZO,NO,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,No puedo calificar un trámite que he comenzado hoy. Salduos,
29/3/2021 11:59:09,03,MARZO,03-MARZO,SI,NO,SI,Satisfactoria,Mala,Descarga de la página web de ATM,,
29/3/2021 12:03:55,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 12:44:30,03,MARZO,03-MARZO,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
29/3/2021 12:56:16,03,MARZO,03-MARZO,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,El boleto lo mejor es que se envié al correo electrónico aunque se pueda descargar,
29/3/2021 13:00:26,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,buena la gestion por este medio,
29/3/2021 13:02:10,03,MARZO,03-MARZO,SI,NO,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,MAS SIMPLE,
29/3/2021 13:13:58,03,MARZO,03-MARZO,NO,SI,NO,Nada satisfactoria,Buena,Entrega en su domicilio real,"PIDEN COMO OBLIGATORIO RESPONDER SI EL TRAMITE FUE RESUELTO O NO, PREGUNTA QUE NO SE PUEDE RESPONDER YA QUE NO SE LA RESPUESTA TODABIA",
29/3/2021 13:23:23,03,MARZO,03-MARZO,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,,
29/3/2021 13:34:28,03,MARZO,03-MARZO,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,se debería poder acceder para averiguar  las deudas de los inmuebles para evitar concurrencia.  ,
29/3/2021 13:46:44,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
29/3/2021 14:06:33,03,MARZO,03-MARZO,SI,SI,SI,Nada satisfactoria,Buena,no pago,,
29/3/2021 14:28:34,03,MARZO,03-MARZO,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,no funcionan los tramites de autogestion,
